Test_AUC,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Train_AUC,Val_AUC,Best_Iteration,Train_Pos_Ratio,Test_Pos_Ratio
0.7361629834254143,0.6554524361948956,0.5740318906605922,0.6961325966850829,0.6292134831460674,0.8184782343839472,0.7306577979774523,23,0.4196916956737941,0.419953596287703
