Accuracy,Precision_macro,Recall_macro,F1_macro,AUC_A,AUC_E,AUC_M,AUC_P,AUC_S
0.5454545454545454,0.26785714285714285,0.41666666666666663,0.3246753246753247,0.05555555555555558,,0.6111111111111112,0.8333333333333334,1.0
