"Stkcd","Reptdt","S0701a","S0702a","S0701b","S0704c"
"300977","2025-12-31","2","范文宏,黄新华,深圳市瑞皿投资咨询有限公司,深圳市瑞可投资咨询有限公司,深圳市瑞宏捷投资合伙企业(有限合伙),深圳市瑞华捷投资合伙企业(有限合伙)","黄新华","36.5700"
"300978","2024-12-31","1","马永涛","马永涛","41.1271"
"300978","2024-12-31","2","马永涛,广东东箭汇盈投资有限公司","马永涛","41.1271"
"300978","2025-12-31","1","马永涛","马永涛","41.1271"
"300978","2025-12-31","2","马永涛,广东东箭汇盈投资有限公司","马永涛","41.1271"
"300979","2024-12-31","1","俊耀集团有限公司","张聪渊,周美月,张志邦,张文馨,张育维","87.4800"
"300979","2024-12-31","2","俊耀集团有限公司,中山浤霆鞋业有限公司","张文馨","15.0000"
"300979","2024-12-31","2","俊耀集团有限公司,中山浤霆鞋业有限公司","张聪渊","40.0000"
"300979","2024-12-31","2","俊耀集团有限公司,中山浤霆鞋业有限公司","张育维","15.0000"
"300979","2024-12-31","2","俊耀集团有限公司,中山浤霆鞋业有限公司","张志邦","20.0000"
"300979","2024-12-31","2","俊耀集团有限公司,中山浤霆鞋业有限公司","周美月","10.0000"
"300979","2025-12-31","1","俊耀集团有限公司","张聪渊,周美月,张志邦,张文馨,张育维","84.4800"
"300979","2025-12-31","2","俊耀集团有限公司,中山浤霆鞋业有限公司","张聪渊","40.0000"
"300979","2025-12-31","2","俊耀集团有限公司,中山浤霆鞋业有限公司","张文馨","15.0000"
"300979","2025-12-31","2","俊耀集团有限公司,中山浤霆鞋业有限公司","周美月","10.0000"
"300979","2025-12-31","2","俊耀集团有限公司,中山浤霆鞋业有限公司","张志邦","20.0000"
"300979","2025-12-31","2","俊耀集团有限公司,中山浤霆鞋业有限公司","张育维","15.0000"
"300980","2024-12-31","1","魏志祥","魏志祥,魏琼兄妹","41.1400"
"300980","2024-12-31","2","魏志祥,魏琼,武汉祥源众鑫新材料投资合伙企业(有限合伙)","魏琼","18.0400"
"300980","2024-12-31","2","魏志祥,魏琼,武汉祥源众鑫新材料投资合伙企业(有限合伙)","魏志祥","25.9000"
"300981","2024-12-31","1","中红普林集团有限公司","厦门市人民政府国有资产监督管理委员会","60.1500"
"300981","2024-12-31","2","中红普林集团有限公司","厦门市人民政府国有资产监督管理委员会","60.1500"
"300981","2025-12-31","1","中红普林集团有限公司","厦门市人民政府国有资产监督管理委员会","60.1600"
"300981","2025-12-31","2","中红普林集团有限公司","厦门市人民政府国有资产监督管理委员会","60.1600"
"300982","2024-12-31","1","芦伟琴","芦伟琴,施小波母子","57.3500"
"300982","2024-12-31","2","芦伟琴,施小波,常州市能闯企业管理咨询合伙企业(有限合伙),常州市能学企业管理咨询合伙企业(有限合伙),常州市能拼企业管理咨询合伙企业(有限合伙),共青城德赢投资管理合伙企业(有限合伙)","施小波","21.9800"
"300982","2024-12-31","2","芦伟琴,施小波,常州市能闯企业管理咨询合伙企业(有限合伙),常州市能学企业管理咨询合伙企业(有限合伙),常州市能拼企业管理咨询合伙企业(有限合伙),共青城德赢投资管理合伙企业(有限合伙)","芦伟琴","35.3700"
"300983","2024-12-31","1","宁波尤埃投资中心(有限合伙)","施泽淞,叶阳,余志峰,陈磊,张晟,杨立峰,潘允哲一致行动人","74.9900"
"300983","2024-12-31","2","宁波尤埃投资中心(有限合伙),施泽淞,叶阳,余志峰,陈磊,张晟,杨立峰,潘允哲","陈磊","10.2500"
"300983","2024-12-31","2","宁波尤埃投资中心(有限合伙),施泽淞,叶阳,余志峰,陈磊,张晟,杨立峰,潘允哲","施泽淞","44.0200"
"300983","2024-12-31","2","宁波尤埃投资中心(有限合伙),施泽淞,叶阳,余志峰,陈磊,张晟,杨立峰,潘允哲","叶阳","44.0200"
"300983","2024-12-31","2","宁波尤埃投资中心(有限合伙),施泽淞,叶阳,余志峰,陈磊,张晟,杨立峰,潘允哲","余志峰","44.0200"
"300983","2024-12-31","2","宁波尤埃投资中心(有限合伙),施泽淞,叶阳,余志峰,陈磊,张晟,杨立峰,潘允哲","张晟","10.2500"
"300983","2024-12-31","2","宁波尤埃投资中心(有限合伙),施泽淞,叶阳,余志峰,陈磊,张晟,杨立峰,潘允哲","潘允哲","10.2500"
"300983","2024-12-31","2","宁波尤埃投资中心(有限合伙),施泽淞,叶阳,余志峰,陈磊,张晟,杨立峰,潘允哲","杨立峰","10.2500"
"300983","2025-12-31","1","宁波尤埃投资中心(有限合伙)","施泽淞,叶阳,余志峰,陈磊,张晟,杨立峰,潘允哲一致行动人","74.9900"
"300983","2025-12-31","2","宁波尤埃投资中心(有限合伙),施泽淞,叶阳,余志峰,陈磊,张晟,杨立峰,潘允哲","张晟","10.2500"
"300983","2025-12-31","2","宁波尤埃投资中心(有限合伙),施泽淞,叶阳,余志峰,陈磊,张晟,杨立峰,潘允哲","杨立峰","10.2500"
"300983","2025-12-31","2","宁波尤埃投资中心(有限合伙),施泽淞,叶阳,余志峰,陈磊,张晟,杨立峰,潘允哲","余志峰","44.0200"
"300983","2025-12-31","2","宁波尤埃投资中心(有限合伙),施泽淞,叶阳,余志峰,陈磊,张晟,杨立峰,潘允哲","叶阳","44.0200"
"300983","2025-12-31","2","宁波尤埃投资中心(有限合伙),施泽淞,叶阳,余志峰,陈磊,张晟,杨立峰,潘允哲","施泽淞","44.0200"
"300983","2025-12-31","2","宁波尤埃投资中心(有限合伙),施泽淞,叶阳,余志峰,陈磊,张晟,杨立峰,潘允哲","陈磊","10.2500"
"300983","2025-12-31","2","宁波尤埃投资中心(有限合伙),施泽淞,叶阳,余志峰,陈磊,张晟,杨立峰,潘允哲","潘允哲","10.2500"
"300984","2024-12-31","1","郑立成,杨伟,赵国权,郑小军,叶建阳","郑立成,杨伟,赵国权,郑小军,叶建阳一致行动人","55.5400"
"300984","2024-12-31","2","郑立成,杨伟,赵国权,郑小军,衢州同沃投资管理合伙企业(有限合伙),叶建阳,衢州成伟企业管理有限公司","叶建阳","9.4100"
"300984","2024-12-31","2","郑立成,杨伟,赵国权,郑小军,衢州同沃投资管理合伙企业(有限合伙),叶建阳,衢州成伟企业管理有限公司","郑小军","14.5700"
"300984","2024-12-31","2","郑立成,杨伟,赵国权,郑小军,衢州同沃投资管理合伙企业(有限合伙),叶建阳,衢州成伟企业管理有限公司","赵国权","15.5400"
"300984","2024-12-31","2","郑立成,杨伟,赵国权,郑小军,衢州同沃投资管理合伙企业(有限合伙),叶建阳,衢州成伟企业管理有限公司","杨伟","17.8000"
"300984","2024-12-31","2","郑立成,杨伟,赵国权,郑小军,衢州同沃投资管理合伙企业(有限合伙),叶建阳,衢州成伟企业管理有限公司","郑立成","20.7000"
"300984","2025-12-31","1","郑立成,杨伟,赵国权,郑小军,叶建阳","郑立成,杨伟,赵国权,郑小军,叶建阳一致行动人","53.4700"
"300984","2025-12-31","2","郑立成,杨伟,赵国权,郑小军,衢州同沃投资管理合伙企业(有限合伙),叶建阳,衢州成伟企业管理有限公司","郑立成","19.9300"
"300984","2025-12-31","2","郑立成,杨伟,赵国权,郑小军,衢州同沃投资管理合伙企业(有限合伙),叶建阳,衢州成伟企业管理有限公司","赵国权","14.9600"
"300984","2025-12-31","2","郑立成,杨伟,赵国权,郑小军,衢州同沃投资管理合伙企业(有限合伙),叶建阳,衢州成伟企业管理有限公司","郑小军","14.0300"
"300984","2025-12-31","2","郑立成,杨伟,赵国权,郑小军,衢州同沃投资管理合伙企业(有限合伙),叶建阳,衢州成伟企业管理有限公司","叶建阳","9.2300"
"300984","2025-12-31","2","郑立成,杨伟,赵国权,郑小军,衢州同沃投资管理合伙企业(有限合伙),叶建阳,衢州成伟企业管理有限公司","杨伟","17.1400"
"300985","2024-12-31","1","长春市汇锋汽车齿轮有限公司","张远,王然夫妇及其子张一弛","72.7500"
"300985","2024-12-31","2","长春市汇锋汽车齿轮有限公司,王然,长春市众志汇远投资合伙企业(有限合伙)","王然","23.7700"
"300985","2024-12-31","2","长春市汇锋汽车齿轮有限公司,王然,长春市众志汇远投资合伙企业(有限合伙)","张远","52.0900"
"300985","2024-12-31","2","长春市汇锋汽车齿轮有限公司,王然,长春市众志汇远投资合伙企业(有限合伙)","张一弛","1.8900"
"300985","2025-12-31","1","长春市汇锋新能源装备(集团)有限公司","张远,王然夫妇及其子张一弛","72.8100"
"300985","2025-12-31","2","长春市汇锋新能源装备(集团)有限公司,王然,长春市众志汇远投资合伙企业(有限合伙)","张一弛","1.8900"
"300985","2025-12-31","2","长春市汇锋新能源装备(集团)有限公司,王然,长春市众志汇远投资合伙企业(有限合伙)","张远","52.0900"
"300985","2025-12-31","2","长春市汇锋新能源装备(集团)有限公司,王然,长春市众志汇远投资合伙企业(有限合伙)","王然","23.7700"
"300986","2024-12-31","1","珠海凯越高科技产业投资有限公司","高渭泉,刘莉琴,珠海凯越高科技产业投资有限公司,珠海志壹股权投资企业(有限合伙),珠海志成股权投资企业(有限合伙),珠海志同股权投资企业(有限合伙)","52.0900"
"300986","2024-12-31","2","高渭泉,珠海凯越高科技产业投资有限公司,珠海志壹股权投资企业(有限合伙),珠海志成股权投资企业(有限合伙),珠海志同股权投资企业(有限合伙)","高渭泉","52.0900"
"300986","2024-12-31","2","高渭泉,珠海凯越高科技产业投资有限公司,珠海志壹股权投资企业(有限合伙),珠海志成股权投资企业(有限合伙),珠海志同股权投资企业(有限合伙)","刘莉琴","15.0000"
"300986","2025-12-31","1","珠海凯越高科技产业投资有限公司","高渭泉,刘莉琴,珠海凯越高科技产业投资有限公司,舟山志壹企业管理合伙企业(有限合伙),珠海志成投资企业(有限合伙),珠海志同投资企业(有限合伙)","42.6500"
"300986","2025-12-31","2","高渭泉,珠海凯越高科技产业投资有限公司,舟山志壹企业管理合伙企业(有限合伙),珠海志成股权投资企业(有限合伙),珠海志同股权投资企业(有限合伙)","高渭泉","42.6500"
"300986","2025-12-31","2","高渭泉,珠海凯越高科技产业投资有限公司,舟山志壹企业管理合伙企业(有限合伙),珠海志成股权投资企业(有限合伙),珠海志同股权投资企业(有限合伙)","刘莉琴","15.0000"
"300987","2024-12-31","1","四川新传媒集团有限公司","中国共产党四川省委员会宣传部","44.9900"
"300987","2024-12-31","2","四川新传媒集团有限公司","中国共产党四川省委员会宣传部","44.9900"
"300987","2025-12-31","1","四川新传媒集团有限公司","中国共产党四川省委员会宣传部","44.9900"
"300987","2025-12-31","2","四川新传媒集团有限公司","中国共产党四川省委员会宣传部","44.9900"
"300988","2024-12-31","1","闫学伟,孙兴文,云志,韩凤芝","孙兴文,韩凤芝,闫学伟,云志一致行动人","52.7100"
"300988","2024-12-31","2","闫学伟,孙兴文,云志,韩凤芝","云志","4.4900"
"300988","2024-12-31","2","闫学伟,孙兴文,云志,韩凤芝","孙兴文","21.2600"
"300988","2024-12-31","2","闫学伟,孙兴文,云志,韩凤芝","闫学伟","23.1100"
"300988","2024-12-31","2","闫学伟,孙兴文,云志,韩凤芝","韩凤芝","3.8500"
"300988","2025-12-31","1","孙兴文,韩凤芝,赵红","孙兴文,韩凤芝,赵红一致行动人","27.5200"
"300988","2025-12-31","2","孙兴文,韩凤芝,赵红","孙兴文","21.2600"
"300988","2025-12-31","2","孙兴文,韩凤芝,赵红","韩凤芝","3.8500"
"300988","2025-12-31","2","孙兴文,韩凤芝,赵红","赵红","2.4100"
"300989","2024-12-31","0","0","0",""
"300989","2025-12-31","0","0","0",""
"300990","2024-12-31","2","张国山,张浩雷,李丽,王淑芬,三河众和盈企业管理中心(有限合伙)","李丽","6.3100"
"300990","2024-12-31","2","张国山,张浩雷,李丽,王淑芬,三河众和盈企业管理中心(有限合伙)","王淑芬","3.3000"
"300990","2024-12-31","2","张国山,张浩雷,李丽,王淑芬,三河众和盈企业管理中心(有限合伙)","张浩雷","31.9900"
"300990","2024-12-31","2","张国山,张浩雷,李丽,王淑芬,三河众和盈企业管理中心(有限合伙)","张国山","32.9900"
"300990","2024-12-31","1","张国山,张浩雷,李丽,王淑芬","张国山,张浩雷,李丽,王淑芬,三河众和盈企业管理中心(有限合伙)","74.5900"
"300990","2025-12-31","1","张国山,张浩雷,李丽,王淑芬","张国山,张浩雷,李丽,王淑芬,三河众和盈企业管理中心(有限合伙)一致行动人","70.6400"
"300990","2025-12-31","2","张国山,张浩雷,李丽,王淑芬,三河众和盈企业管理中心(有限合伙)","王淑芬","3.2800"
"300990","2025-12-31","2","张国山,张浩雷,李丽,王淑芬,三河众和盈企业管理中心(有限合伙)","张国山","30.7100"
"300990","2025-12-31","2","张国山,张浩雷,李丽,王淑芬,三河众和盈企业管理中心(有限合伙)","张浩雷","30.7900"
"300990","2025-12-31","2","张国山,张浩雷,李丽,王淑芬,三河众和盈企业管理中心(有限合伙)","李丽","5.8600"
"300991","2024-12-31","1","张建明","张建明,晏美荣夫妇","41.1000"
"300991","2024-12-31","2","张建明,深圳市互联通投资企业(有限合伙),晏美荣","张建明","39.6000"
"300991","2024-12-31","2","张建明,深圳市互联通投资企业(有限合伙),晏美荣","晏美荣","1.5000"
"300991","2025-12-31","1","张建明","张建明","29.7000"
"300991","2025-12-31","2","张建明,深圳市互联通投资企业(有限合伙)","张建明","29.7000"
"300992","2024-12-31","1","陈宜文","陈宜文,林慧夫妇","45.9000"
"300992","2024-12-31","2","陈宜文,温岭市地久电子科技有限公司,林慧,温岭市宏泰投资合伙企业(有限合伙),温岭市益泰投资合伙企业(有限合伙)","陈宜文","39.8000"
"300992","2024-12-31","2","陈宜文,温岭市地久电子科技有限公司,林慧,温岭市宏泰投资合伙企业(有限合伙),温岭市益泰投资合伙企业(有限合伙)","林慧","11.1000"
"300992","2025-12-31","1","陈宜文","陈宜文,林慧夫妇","45.1900"
"300992","2025-12-31","2","陈宜文,温岭市地久电子科技有限公司,林慧,温岭市宏泰自有资金投资合伙企业(有限合伙),温岭市益泰自有资金投资合伙企业(有限合伙)","陈宜文","39.5400"
"300992","2025-12-31","2","陈宜文,温岭市地久电子科技有限公司,林慧,温岭市宏泰自有资金投资合伙企业(有限合伙),温岭市益泰自有资金投资合伙企业(有限合伙)","林慧","10.6500"
"300993","2024-12-31","1","孙承志,崔月青","孙承志,崔月青夫妇","57.7100"
"300993","2024-12-31","2","孙承志,崔月青,山东玉马保丰投资有限公司","崔月青","31.1300"
"300993","2024-12-31","2","孙承志,崔月青,山东玉马保丰投资有限公司","孙承志","46.3200"
"300993","2025-12-31","1","孙承志,崔月青","孙承志,崔月青夫妇","57.7100"
"300993","2025-12-31","2","孙承志,崔月青,山东玉马保丰投资有限公司","崔月青","31.1300"
"300993","2025-12-31","2","孙承志,崔月青,山东玉马保丰投资有限公司","孙承志","46.3200"
"300994","2024-12-31","1","李政,卢志勇,李宇光","李政,卢志勇,李宇光一致行动人","66.5900"
"300994","2024-12-31","2","李政,卢志勇,李宇光","李政","33.3000"
"300994","2024-12-31","2","李政,卢志勇,李宇光","卢志勇","18.3100"
"300994","2024-12-31","2","李政,卢志勇,李宇光","李宇光","14.9800"
"300995","2024-12-31","1","饶德生","饶德生,黎冰妹一致行动人","54.7100"
"300995","2024-12-31","2","饶德生,江门市邦德投资有限公司,广东奇德控股有限公司,奇德(江门)股权投资中心(有限合伙),江门邦塑科技中心(有限合伙)","饶德生","54.7100"
"300995","2025-12-31","1","饶德生","饶德生,江门市邦德投资有限公司,广东奇德控股有限公司,黎冰妹","51.8600"
"300995","2025-12-31","2","饶德生,江门市邦德投资有限公司,广东奇德控股有限公司,奇德(江门)股权投资中心(有限合伙)","饶德生","51.8600"
"300996","2024-12-31","1","蔺国强,王虎","王虎,蔺国强一致行动人","21.3800"
"300996","2024-12-31","2","蔺国强,王虎","蔺国强","11.0300"
"300996","2024-12-31","2","蔺国强,王虎","王虎","10.3500"
"300996","2025-12-31","1","王虎,蔺国强","蔺国强,王虎,相洪伟,张廷兵,任炳章,李燕冬,石连山,杨华茂,许彦明,李守强,冯学伟,高峰信,李守林,聂玉涛,胡东映,陈徐亚","37.1686"
"300996","2025-12-31","2","蔺国强,王虎,相洪伟,张廷兵,任炳章,李燕冬,石连山,杨华茂,许彦明,李守强,冯学伟,高峰信,李守林,聂玉涛,胡东映","蔺国强","10.4500"
"300996","2025-12-31","2","蔺国强,王虎,相洪伟,张廷兵,任炳章,李燕冬,石连山,杨华茂,许彦明,李守强,冯学伟,高峰信,李守林,聂玉涛,胡东映","王虎","10.3500"
"300996","2025-12-31","2","蔺国强,王虎,相洪伟,张廷兵,任炳章,李燕冬,石连山,杨华茂,许彦明,李守强,冯学伟,高峰信,李守林,聂玉涛,胡东映","相洪伟","1.8700"
"300996","2025-12-31","2","蔺国强,王虎,相洪伟,张廷兵,任炳章,李燕冬,石连山,杨华茂,许彦明,李守强,冯学伟,高峰信,李守林,聂玉涛,胡东映","张廷兵","1.7900"
"300996","2025-12-31","2","蔺国强,王虎,相洪伟,张廷兵,任炳章,李燕冬,石连山,杨华茂,许彦明,李守强,冯学伟,高峰信,李守林,聂玉涛,胡东映","任炳章","1.7200"
"300996","2025-12-31","2","蔺国强,王虎,相洪伟,张廷兵,任炳章,李燕冬,石连山,杨华茂,许彦明,李守强,冯学伟,高峰信,李守林,聂玉涛,胡东映","李燕冬","1.5800"
"300996","2025-12-31","2","蔺国强,王虎,相洪伟,张廷兵,任炳章,李燕冬,石连山,杨华茂,许彦明,李守强,冯学伟,高峰信,李守林,聂玉涛,胡东映","石连山","1.4900"
"300996","2025-12-31","2","蔺国强,王虎,相洪伟,张廷兵,任炳章,李燕冬,石连山,杨华茂,许彦明,李守强,冯学伟,高峰信,李守林,聂玉涛,胡东映","杨华茂","1.4700"
"300996","2025-12-31","2","蔺国强,王虎,相洪伟,张廷兵,任炳章,李燕冬,石连山,杨华茂,许彦明,李守强,冯学伟,高峰信,李守林,聂玉涛,胡东映","许彦明","1.4000"
"300996","2025-12-31","2","蔺国强,王虎,相洪伟,张廷兵,任炳章,李燕冬,石连山,杨华茂,许彦明,李守强,冯学伟,高峰信,李守林,聂玉涛,胡东映","李守强","1.0425"
"300996","2025-12-31","2","蔺国强,王虎,相洪伟,张廷兵,任炳章,李燕冬,石连山,杨华茂,许彦明,李守强,冯学伟,高峰信,李守林,聂玉涛,胡东映","冯学伟","0.9686"
"300996","2025-12-31","2","蔺国强,王虎,相洪伟,张廷兵,任炳章,李燕冬,石连山,杨华茂,许彦明,李守强,冯学伟,高峰信,李守林,聂玉涛,胡东映","高峰信","0.9315"
"300996","2025-12-31","2","蔺国强,王虎,相洪伟,张廷兵,任炳章,李燕冬,石连山,杨华茂,许彦明,李守强,冯学伟,高峰信,李守林,聂玉涛,胡东映","李守林","0.8790"
"300996","2025-12-31","2","蔺国强,王虎,相洪伟,张廷兵,任炳章,李燕冬,石连山,杨华茂,许彦明,李守强,冯学伟,高峰信,李守林,聂玉涛,胡东映","聂玉涛","0.6164"
"300996","2025-12-31","2","蔺国强,王虎,相洪伟,张廷兵,任炳章,李燕冬,石连山,杨华茂,许彦明,李守强,冯学伟,高峰信,李守林,聂玉涛,胡东映","胡东映","0.6106"
"300997","2024-12-31","1","广东豪兴投资有限公司","李兴,朱文湛夫妇及其子李康荣,李子豪","80.6000"
"300997","2024-12-31","2","李兴,朱文湛,李康荣,广东豪兴投资有限公司,宿迁茂兴咨询合伙企业(有限合伙)","李康荣","6.3300"
"300997","2024-12-31","2","李兴,朱文湛,李康荣,广东豪兴投资有限公司,宿迁茂兴咨询合伙企业(有限合伙)","李子豪","0.0515"
"300997","2024-12-31","2","李兴,朱文湛,李康荣,广东豪兴投资有限公司,宿迁茂兴咨询合伙企业(有限合伙)","朱文湛","48.4893"
"300997","2024-12-31","2","李兴,朱文湛,李康荣,广东豪兴投资有限公司,宿迁茂兴咨询合伙企业(有限合伙)","李兴","65.7500"
"300997","2025-12-31","1","广东豪兴投资有限公司","李兴,朱文湛夫妇及其子李康荣,李子豪","75.9700"
"300997","2025-12-31","2","李兴,朱文湛,李康荣,广东豪兴投资有限公司,宿迁茂兴咨询合伙企业(有限合伙)","李康荣","5.1300"
"300997","2025-12-31","2","李兴,朱文湛,李康荣,广东豪兴投资有限公司,宿迁茂兴咨询合伙企业(有限合伙)","李兴","62.8800"
"300997","2025-12-31","2","李兴,朱文湛,李康荣,广东豪兴投资有限公司,宿迁茂兴咨询合伙企业(有限合伙)","朱文湛","47.9300"
"300997","2025-12-31","2","李兴,朱文湛,李康荣,广东豪兴投资有限公司,宿迁茂兴咨询合伙企业(有限合伙)","李子豪","0.0500"
"300998","2024-12-31","1","王亚萍,方永杰","方永杰,王亚萍夫妇","52.3800"
"300998","2024-12-31","2","宁波兴工方正控股有限公司,方永杰,王亚萍,宁波金玘木股权投资管理合伙企业(有限合伙)","王亚萍","36.4800"
"300998","2024-12-31","2","宁波兴工方正控股有限公司,方永杰,王亚萍,宁波金玘木股权投资管理合伙企业(有限合伙)","方永杰","34.5100"
"300998","2025-12-31","1","王亚萍,方永杰","方永杰,王亚萍夫妇","52.3800"
"300998","2025-12-31","2","宁波兴工方正控股有限公司,方永杰,王亚萍,宁波金玘木股权投资管理合伙企业(有限合伙)","王亚萍","36.4800"
"300998","2025-12-31","2","宁波兴工方正控股有限公司,方永杰,王亚萍,宁波金玘木股权投资管理合伙企业(有限合伙)","方永杰","34.5100"
"300999","2024-12-31","1","Wilmar Distribution(Hong Kong)Limited","0",""
"300999","2024-12-31","2","Wilmar Distribution(Hong Kong)Limited","Wilmar International Limited","89.9900"
"300999","2025-12-31","1","Wilmar Distribution(Hong Kong)Limited","0",""
"300999","2025-12-31","2","Wilmar Distribution(Hong Kong)Limited","Wilmar International Limited","89.9900"
"301000","2024-12-31","1","上海济兆实业发展有限公司","邵雄辉","59.9300"
"301000","2024-12-31","2","宁波梅山保税港区百肇投资管理合伙企业(有限合伙),宁波梅山保税港区华肇股权投资合伙企业(有限合伙),上海济兆实业发展有限公司,邵雄辉","邵雄辉","59.9300"
"301000","2025-12-31","1","上海济兆实业发展有限公司","邵雄辉","54.3500"
"301000","2025-12-31","2","上海济兆实业发展有限公司,邵雄辉,宁波百肇企业管理合伙企业(有限合伙),宁波华肇企业管理合伙企业(有限合伙)","邵雄辉","54.3500"
"301001","2024-12-31","1","王莉","王莉,徐磊一致行动人","57.0000"
"301001","2024-12-31","2","王莉,徐磊,上海淳溶投资中心(有限合伙)","王莉","46.5000"
"301001","2024-12-31","2","王莉,徐磊,上海淳溶投资中心(有限合伙)","徐磊","10.5000"
"301001","2025-12-31","1","王莉","王莉,徐磊一致行动人","54.0900"
"301001","2025-12-31","2","王莉,徐磊,上海淳溶投资中心(有限合伙)","王莉","43.8000"
"301001","2025-12-31","2","王莉,徐磊,上海淳溶投资中心(有限合伙)","徐磊","10.2900"
"301002","2024-12-31","1","田年斌,王宗友","田年斌,王宗友一致行动人","48.7000"
"301002","2024-12-31","2","田年斌,王宗友","王宗友","24.3500"
"301002","2024-12-31","2","田年斌,王宗友","田年斌","24.3500"
"301002","2025-12-31","1","王宗友,田年斌","田年斌,王宗友一致行动人","50.3800"
"301002","2025-12-31","2","王宗友,田年斌,淮安崧盛投资合伙企业(有限合伙)","王宗友","26.2600"
"301002","2025-12-31","2","王宗友,田年斌,淮安崧盛投资合伙企业(有限合伙)","田年斌","26.2600"
"301003","2024-12-31","1","吕锋","吕锋","30.5900"
"301003","2024-12-31","2","吕锋,张家港市众韬企业管理合伙企业(有限合伙)","吕锋","30.5900"
"301003","2025-12-31","1","吕锋","吕锋","31.2000"
"301003","2025-12-31","2","吕锋,张家港市众韬企业管理合伙企业(有限合伙)","吕锋","31.2000"
"301004","2024-12-31","1","浙江嘉韶云华投资管理有限公司","戚兴华,陈曙光夫妇","68.7800"
"301004","2024-12-31","2","戚兴华,陈曙光,浙江嘉韶云华投资管理有限公司,武义嘉金投资管理合伙企业(有限合伙)","陈曙光","54.9700"
"301004","2024-12-31","2","戚兴华,陈曙光,浙江嘉韶云华投资管理有限公司,武义嘉金投资管理合伙企业(有限合伙)","戚兴华","61.2000"
"301004","2025-12-31","1","浙江嘉韶云华投资管理有限公司","戚兴华,陈曙光夫妇","68.6100"
"301004","2025-12-31","2","浙江嘉韶云华投资管理有限公司,武义嘉金投资管理合伙企业(有限合伙),戚兴华,陈曙光","陈曙光","54.8200"
"301004","2025-12-31","2","浙江嘉韶云华投资管理有限公司,武义嘉金投资管理合伙企业(有限合伙),戚兴华,陈曙光","戚兴华","61.0500"
"301005","2024-12-31","1","上海毅宁投资有限公司","宋广东","51.1800"
"301005","2024-12-31","2","泰州文超投资有限公司,泰州誉威投资有限公司,上海毅宁投资有限公司","宋广东","51.1800"
"301005","2025-12-31","1","上海毅宁投资有限公司","宋广东","47.0900"
"301005","2025-12-31","2","泰州文超投资有限公司,泰州誉威投资有限公司,上海毅宁投资有限公司","宋广东","47.0900"
"301006","2024-12-31","2","孙卫国,南京旺凯企业管理中心(有限合伙)","孙卫国","40.8600"
"301006","2024-12-31","1","孙卫国","孙卫国","40.8600"
"301006","2025-12-31","1","孙卫国","孙卫国","40.8600"
"301006","2025-12-31","2","孙卫国,南京旺凯企业管理中心(有限合伙)","孙卫国","40.8600"
"301007","2024-12-31","1","大连德迈仕投资有限公司","何建平","16.7300"
"301007","2024-12-31","2","大连德迈仕投资有限公司","何建平","16.7300"
"301007","2025-12-31","1","大连德迈仕投资有限公司","潘异","18.1100"
"301007","2025-12-31","2","大连德迈仕投资有限公司,潘异","潘异","18.1100"
"301008","2024-12-31","2","浙江宏昌控股有限公司,陆宝宏,周慧明,陆灿,金华宏盛企业管理合伙企业(有限合伙),金华宏合企业管理合伙企业(有限合伙)","陆宝宏","54.5447"
"301008","2024-12-31","1","浙江宏昌控股有限公司","陆宝宏,周慧明夫妇及其子陆灿","67.8800"
"301008","2024-12-31","2","浙江宏昌控股有限公司,陆宝宏,周慧明,陆灿,金华宏盛企业管理合伙企业(有限合伙),金华宏合企业管理合伙企业(有限合伙)","周慧明","45.3700"
"301008","2024-12-31","2","浙江宏昌控股有限公司,陆宝宏,周慧明,陆灿,金华宏盛企业管理合伙企业(有限合伙),金华宏合企业管理合伙企业(有限合伙)","陆灿","16.2900"
"301008","2025-12-31","1","浙江宏昌控股有限公司","陆宝宏,周慧明夫妇及其子陆灿","55.7100"
"301008","2025-12-31","2","浙江宏昌控股有限公司,金华宏合创业投资合伙企业(有限合伙),金华宏盛创业投资合伙企业(有限合伙),陆灿,周慧明,陆宝宏","陆灿","12.9700"
"301008","2025-12-31","2","浙江宏昌控股有限公司,金华宏合创业投资合伙企业(有限合伙),金华宏盛创业投资合伙企业(有限合伙),陆灿,周慧明,陆宝宏","周慧明","38.7800"
"301008","2025-12-31","2","浙江宏昌控股有限公司,金华宏合创业投资合伙企业(有限合伙),金华宏盛创业投资合伙企业(有限合伙),陆灿,周慧明,陆宝宏","陆宝宏","44.9800"
"301009","2024-12-31","1","金利伟","金利伟","33.5108"
"301009","2024-12-31","2","金利伟,杭州唯艾诺投资合伙企业(有限合伙),杭州唯艾诺叁号企业管理合伙企业(有限合伙)","金利伟","33.5108"
"301009","2025-12-31","2","金利伟,杭州唯艾诺投资合伙企业(有限合伙),杭州唯艾诺贰号企业管理合伙企业(有限合伙),杭州唯艾诺叁号企业管理合伙企业(有限合伙)","金利伟","31.6687"
"301009","2025-12-31","1","金利伟","金利伟,杭州唯艾诺投资合伙企业(有限合伙),杭州唯艾诺贰号企业管理合伙企业(有限合伙),杭州唯艾诺叁号企业管理合伙企业(有限合伙)","31.6687"
"301010","2024-12-31","1","常州晶雪投资管理有限公司","贾富忠,顾兰香夫妇","39.0300"
"301010","2024-12-31","2","常州晶雪投资管理有限公司,常州市同德投资管理中心(有限合伙)","贾富忠","39.0300"
