"InstitutionID","Symbol","ShortName","EndDate","StateTypeCode","SpecialDiscloseReasons","DebtName"
"10101870","603198","迎驾贡酒","2024-12-31","1","按预付对象归集的期末余额前五名的预付款","昌荣传媒股份有限公司"
"10101870","603198","迎驾贡酒","2024-12-31","1","按预付对象归集的期末余额前五名的预付款","霍山皖能天然气有限公司"
"10101870","603198","迎驾贡酒","2025-12-31","1","按预付对象归集的期末余额前五名的预付款","中国石化销售股份有限公司安徽六安石油分公司"
"10101870","603198","迎驾贡酒","2025-12-31","1","按预付对象归集的期末余额前五名的预付款","北京火山引擎科技有限公司"
"10101870","603198","迎驾贡酒","2025-12-31","1","按预付对象归集的期末余额前五名的预付款","国网安徽省电力有限公司霍山县供电公司"
"10101870","603198","迎驾贡酒","2025-12-31","1","按预付对象归集的期末余额前五名的预付款","阿里云计算有限公司"
"10101870","603198","迎驾贡酒","2025-12-31","1","按预付对象归集的期末余额前五名的预付款","霍山皖能天然气有限公司"
"10101988","603199","九华旅游","2022-12-31","1","按预付对象归集的期末余额前五名的预付款","中国石化销售股份有限公司安徽池州青阳石油分公司"
"10101988","603199","九华旅游","2022-12-31","1","按预付对象归集的期末余额前五名的预付款","中国石油天然气股份有限公司安徽销售分公司池州青阳中心加油站"
"10101988","603199","九华旅游","2022-12-31","1","按预付对象归集的期末余额前五名的预付款","九华山风景区门票管理所"
