"InstitutionID","Symbol","ShortName","EndDate","StateTypeCode","IndustryCode","AccountPayable","Prepayment","AccountReceivable","TotalAssets","ProvidedTradeCredit","ObtainedTradeCredit","BankLoanSize","SupplierPower1"
"102296","000006","深振业A","2025-12-31","1","K70","950026165.6300","1506819.4600","36091062.2200","16377088278.7600","37597881.6800","950767651.5500","1192455787.4800","5.7917"
"102296","000006","深振业A","2026-03-31","1","K70","792678486.0400","1420698.8400","41745727.8500","16081914709.0700","43166426.6900","793325179.6400","814455787.6800","4.9202"
"102313","000007","*ST 全新","2024-03-31","1","K70","22743554.3500","2748556.7800","19266220.2400","396963908.8300","22014777.0200","22743554.3500","34957247.7800","5.0370"
"102313","000007","*ST 全新","2024-06-30","1","K70","23983611.7300","3061784.5500","19420407.0700","385098940.2500","22482191.6200","23983611.7300","29215594.5100","5.4328"
"102313","000007","全新好","2024-09-30","1","K70","22748700.3700","8994152.4900","16604041.3000","332221133.2900","25598193.7900","22748700.3700","37564557.8100","4.1402"
"102313","000007","全新好","2024-12-31","1","K70","22455090.2000","6874360.0700","20972160.7800","318805983.5400","27846520.8500","31509770.2000","23845771.1700","7.6774"
"102313","000007","全新好","2025-03-31","1","K70","20058553.0700","10975782.2300","16322738.4900","311413705.4300","27298520.7200","29151393.0700","33774534.2500","5.7731"
"102313","000007","全新好","2025-06-30","1","K70","21594138.2500","12727745.8200","19770560.2800","315521517.9100","32498306.1000","21791658.2500","43732150.8800","2.8101"
"102313","000007","全新好","2025-09-30","1","K70","49075492.8900","15008295.7700","55021287.8200","370543176.5000","70029583.5900","49282592.8900","57344796.9600","9.1939"
"102313","000007","全新好","2025-12-31","1","K70","48394511.5400","18851048.3300","57543659.6700","375744704.5500","76394708.0000","48693408.0700","63165158.8700","7.8626"
"102313","000007","全新好","2026-03-31","1","K70","32375874.9600","16123547.9800","35302743.7400","341817371.3500","51426291.7200","32749724.9600","54562099.8700","4.7547"
"102314","000008","神州高铁","2024-03-31","1","C37","1109613656.2000","346700599.8200","2209858112.8400","10663440433.2800","2793603628.2000","1290949059.9100","3195078350.5300","8.8524"
"102314","000008","神州高铁","2024-06-30","1","C37","1153519735.1000","415941292.8500","2108209782.2400","10488949845.0500","2689439391.7100","1292693221.7800","3365809932.8600","8.3588"
"102314","000008","神州高铁","2024-09-30","1","C37","1144404620.5700","331865538.5700","2012213067.5200","10419734119.7100","2624975942.7400","1364571072.3000","3400299720.7400","9.9111"
"102314","000008","神州高铁","2024-12-31","1","C37","1389979553.2000","181473606.5900","2112385258.4100","9957262709.5800","2385187185.6500","1462426120.9900","3475349632.4300","12.8645"
"102314","000008","神州高铁","2025-03-31","1","C37","1264038933.1100","227408841.5100","1843851699.2000","9997936067.3100","2211074759.1200","1349969878.4700","3762274072.5700","11.2279"
"102314","000008","神州高铁","2025-06-30","1","C37","1209118230.0200","235795258.3700","1768287205.2600","9225173679.5400","2093461130.8600","1252830613.5800","3197300564.5800","11.0246"
"102314","000008","神州高铁","2025-09-30","1","C37","1133780521.0400","143775892.0000","1843859299.9100","9110247697.1400","2093012406.1000","1193255000.7100","3137199137.3800","11.5198"
"102314","000008","神州高铁","2025-12-31","1","C37","1287022884.4000","68938737.7500","2144202787.7500","8718108829.5500","2320512159.3000","1366413821.4200","2913722714.6100","14.8825"
"102314","000008","神州高铁","2026-03-31","1","C37","1157012283.7400","90488704.4500","2001389298.8500","8376368278.4100","2183771427.5600","1214201981.2200","2608773553.8200","13.4153"
"102336","000009","中国宝安","2024-03-31","1","J69","6097689543.3300","290581024.0300","4494286426.6100","52177324572.5000","5074558311.8900","7729860046.0200","13850054969.9900","14.2539"
"102336","000009","中国宝安","2024-06-30","1","J69","5528623565.0300","266198071.4900","4578242291.3900","51581219175.9300","4976400731.8300","7052224687.3800","14145910589.1800","13.1522"
"102336","000009","中国宝安","2024-09-30","1","J69","5237727529.3700","216462570.7600","5114878252.5100","52542673678.3300","5432917009.2400","6982670562.1900","14693325557.6600","12.8739"
"102336","000009","中国宝安","2024-12-31","1","J69","6537946226.4500","253373556.1700","4998823860.7800","53774802564.9200","5354375584.0700","7853614744.7700","13757665861.3500","14.1253"
"102336","000009","中国宝安","2025-03-31","1","J69","5724926587.3900","466752404.3300","4980303514.9300","55229315416.0300","5662225727.8400","6822931598.2400","13172172786.9000","11.5014"
"102336","000009","中国宝安","2025-06-30","1","J69","5708868779.2700","405612287.6200","5840617410.9200","56049197114.5500","6432036874.7400","7040661385.2700","12394038616.2400","11.8261"
"102336","000009","中国宝安","2025-09-30","1","J69","5924176950.9400","400078312.1000","6319018099.6900","56579430334.8100","6906434813.4700","7201277394.4900","13275636990.6100","12.0127"
"102336","000009","中国宝安","2025-12-31","1","J69","6454186117.4500","311003200.4400","5505763067.9400","56856587520.0600","6026279661.1000","7267257487.8300","15321896396.4000","12.2246"
"102336","000009","中国宝安","2026-03-31","1","J69","6640242973.7400","474644381.3900","5789963938.1500","58318402807.4200","6541292780.8600","7710595873.2700","16674290095.3600","12.4021"
"101859","000011","深物业A","2024-03-31","1","K70","399809168.7200","15017130.0900","540104296.6100","16889161356.9700","555249926.7000","400804740.4500","1934441793.5500","2.2783"
"101859","000011","深物业A","2024-06-30","1","K70","497647577.2800","12652784.0000","525349243.5300","16658662273.5500","538002027.5300","498459228.1800","1437156833.0200","2.9114"
"101859","000011","深物业A","2024-09-30","1","K70","326460550.0800","10550677.0000","573078564.9800","16116648356.9300","583629241.9800","326892647.8000","1804060792.8100","1.9601"
"101859","000011","深物业A","2024-12-31","1","K70","1043092277.2700","7789173.6900","476014729.6000","15293205498.3000","483803903.2900","1044836804.0200","4945480089.5900","6.7697"
"101859","000011","深物业A","2025-03-31","1","K70","737325385.0500","9315561.5700","553367290.0500","16014195073.8900","562682851.6200","738198683.1200","5263244246.9300","4.5460"
"101859","000011","深物业A","2025-06-30","1","K70","713058533.4400","8382194.5100","558663016.8400","16639099914.2400","567065211.3500","713604887.9700","6009799221.2200","4.2351"
"101859","000011","深物业A","2025-09-30","1","K70","670207141.6500","7448399.6600","603017242.3300","15304195742.4600","610485641.9900","670526238.3900","7716271385.8100","4.3306"
"101859","000011","深物业A","2025-12-31","1","K70","875642952.6800","9538231.8900","417784270.4400","15428127953.7400","427322502.3300","876983443.3700","4131053123.3100","5.6138"
"101859","000011","深物业A","2026-03-31","1","K70","802561809.0400","10265857.0700","488041571.0900","15058538739.4000","532244690.0100","802818513.7200","4612728890.5900","5.2614"
"101860","000012","南玻A","2024-03-31","1","C30","3203048330.0000","115559981.0000","1850470430.0000","31148754411.0000","3315864021.0000","5545316053.0000","6766560480.0000","17.4317"
"101860","000012","南玻A","2024-06-30","1","C30","3338914236.0000","120163652.0000","1845881636.0000","32268955506.0000","3535170774.0000","5848541192.0000","7038971090.0000","17.7520"
"101860","000012","南玻A","2024-09-30","1","C30","3654912439.0000","110874707.0000","1818343894.0000","31909612693.0000","3356093688.0000","5890809802.0000","7243688119.0000","18.1135"
"101860","000012","南玻A","2024-12-31","1","C30","3092025797.0000","121708264.0000","1686627681.0000","31220417923.0000","2949238688.0000","5336439552.0000","7314629771.0000","16.7030"
"101860","000012","南玻A","2025-03-31","1","C30","3283840778.0000","109009257.0000","2041269166.0000","31975163228.0000","3472053450.0000","5743320324.0000","7610330739.0000","17.6209"
"101860","000012","南玻A","2025-06-30","1","C30","3162899038.0000","66467909.0000","2026933902.0000","31677499152.0000","3331279824.0000","5562701549.0000","7466933921.0000","17.3506"
"101860","000012","南玻A","2025-09-30","1","C30","2996202810.0000","79268219.0000","2176865729.0000","31269652989.0000","3363563866.0000","5324117530.0000","7354036531.0000","16.7730"
"101860","000012","南玻A","2025-12-31","1","C30","2769745963.0000","134771994.0000","1802165051.0000","31305028835.0000","3356998271.0000","5327458614.0000","8041510476.0000","16.5874"
"101860","000012","南玻A","2026-03-31","1","C30","2743550468.0000","147695197.0000","1834123958.0000","31689536306.0000","3095590250.0000","5667486073.0000","8057343457.0000","17.4183"
"101621","000014","沙河股份","2024-03-31","1","K70","262824301.0000","7676767.1500","2187010.3600","2381346378.8600","9863777.5100","263342716.2200","0.0000","10.7144"
"101621","000014","沙河股份","2024-06-30","1","K70","258330167.2600","4450878.4800","2912264.0900","2283734392.2700","7363142.5700","259089964.4900","0.0000","11.1168"
"101621","000014","沙河股份","2024-09-30","1","K70","245631644.1700","4563079.4200","3175711.4700","2236341799.7100","7738790.8900","246122294.2600","0.0000","10.7796"
"101621","000014","沙河股份","2024-12-31","1","K70","226347176.9500","4141989.2200","4616473.3700","2191149488.7200","8758462.5900","226849775.2600","0.0000","10.1410"
"101621","000014","沙河股份","2025-03-31","1","K70","221039142.9100","3761901.4900","5371463.4900","2169901254.4300","9133364.9800","221569347.0300","0.0000","10.0132"
"101621","000014","沙河股份","2025-06-30","1","K70","218738312.4600","3737183.4800","5735045.5600","2326176150.5400","9472229.0400","219344999.5600","0.0000","9.2427"
"101621","000014","沙河股份","2025-09-30","1","K70","187826189.2100","5565421.6700","5540767.7000","2318474541.6300","11106189.3700","188379618.8000","0.0000","7.8612"
"101621","000014","沙河股份","2025-12-31","1","K70","215831768.6100","4563354.3100","3654323.3500","2034048323.4600","8217677.6600","216339934.7200","0.0000","10.3866"
"101621","000014","沙河股份","2026-03-31","1","K70","271376004.5900","18167169.2800","108704297.7400","2154316229.9400","152892700.5200","271851114.5000","0.0000","11.7536"
"101711","000017","深中华A","2024-03-31","1","C24","3559592.5800","15135598.3200","226531649.4100","356300830.0000","241667247.7300","3559592.5800","0.0000","-3.2489"
"101711","000017","深中华A","2024-06-30","1","C24","4649649.0900","3806346.4300","234545442.9100","366376067.5300","238351789.3400","4649649.0900","0.0000","0.2302"
"101711","000017","深中华A","2024-09-30","1","C24","6155375.3600","1554507.0000","171205365.6700","372362775.2200","172759872.6700","6155375.3600","0.0000","1.2356"
"101711","000017","深中华A","2024-12-31","1","C24","7636699.5100","931762.6000","233608634.5900","434452097.7500","234540397.1900","7636699.5100","9900000.0000","1.5433"
"101711","000017","深中华A","2025-03-31","1","C24","7081912.1100","1582630.1800","105933354.5100","443746443.6000","107515984.6900","7081912.1100","9600000.0000","1.2393"
"101711","000017","深中华A","2025-06-30","1","C24","12557961.3100","675634.4800","163011475.0700","496231122.8200","163687109.5500","12557961.3100","24250000.0000","2.3945"
"101711","000017","深中华A","2025-09-30","1","C24","7805941.0800","646689.9400","230196593.4000","466516810.7200","230843283.3400","7805941.0800","23800000.0000","1.5346"
"101711","000017","深中华A","2025-12-31","1","C24","3367256.9300","1095681.9600","204782335.8800","478004242.2800","205878017.8400","3367256.9300","23450000.0000","0.4752"
"101711","000017","深中华A","2026-03-31","1","C24","6917373.9800","972171.0500","198993085.9900","499060896.0500","199965257.0400","6917373.9800","33300000.0000","1.1913"
"101629","000019","深粮控股","2024-03-31","1","F51","243150431.2400","51901683.4000","115904075.8500","7121512278.8300","167805759.2500","244491133.9900","1006808631.9600","2.6855"
"101629","000019","深粮控股","2024-06-30","1","F51","353377813.9800","68149054.6200","249497706.8200","7390257559.3700","317646761.4400","354881211.5300","1471993682.1900","3.8595"
"101629","000019","深粮控股","2024-09-30","1","F51","344488716.9600","44991646.5400","137143455.4000","7220814702.5700","182135101.9400","346572462.8800","1098151942.9100","4.1477"
"101629","000019","深粮控股","2024-12-31","1","F51","392787099.2300","9776028.7000","235789565.9100","7714550508.0100","247892754.6100","394476848.0900","1484605101.0500","4.9648"
"101629","000019","深粮控股","2025-03-31","1","F51","210818852.9200","22195020.4000","157800968.1500","7362577249.4300","182323148.5500","212417806.6900","1221319466.1900","2.5619"
"101629","000019","深粮控股","2025-06-30","1","F51","265576091.6700","10907702.4000","255093404.7000","7058637412.8500","270573233.1000","267223808.7600","1086982672.6500","3.6079"
"101629","000019","深粮控股","2025-09-30","1","F51","250767754.3500","76534807.5000","159088247.2600","7011856578.6200","242762644.7600","252472377.1000","742044604.5400","2.4848"
"101629","000019","深粮控股","2025-12-31","1","F51","345768271.7200","84431038.9100","185600881.9000","7372342349.3200","272599384.8100","346692604.0000","1155754328.1800","3.5448"
"101629","000019","深粮控股","2026-03-31","1","F51","217731801.6600","35918479.1300","184598987.2300","7482307574.7300","220517466.3600","218898496.6500","1088841913.9300","2.4299"
"101631","000020","深华发A","2024-03-31","1","C39","105776365.0800","30381884.4400","114157801.0200","592740273.3000","162446461.5300","148446657.6800","0.0000","19.7470"
"101631","000020","深华发A","2024-06-30","1","C39","122439371.6600","20521736.3100","146547786.8500","630390618.2800","167069523.1600","178407931.8200","0.0000","24.8843"
"101631","000020","深华发A","2024-09-30","1","C39","124049873.4100","21702256.4100","170828878.4700","658940851.5100","192531134.8800","208018223.9800","0.0000","28.0239"
"101631","000020","深华发A","2024-12-31","1","C39","113419533.4400","12914673.9600","137308706.3300","680192681.5000","157715880.2900","204212232.9700","0.0000","27.9721"
"101631","000020","深华发A","2025-03-31","1","C39","149918758.3800","39964064.7500","184624568.7100","718985503.7700","235687835.3300","231366263.4000","0.0000","26.4652"
"101631","000020","深华发A","2025-06-30","1","C39","160276743.1800","38843636.7400","228358953.5200","745729920.1800","281631644.5400","241522506.9300","0.0000","27.0883"
"101631","000020","深华发A","2025-09-30","1","C39","156072433.3300","43494930.8600","229546447.1900","753231361.3600","282486371.2700","236324501.3600","0.0000","25.5780"
"101631","000020","深华发A","2025-12-31","1","C39","120930767.7600","31330124.8200","158543132.9900","719475048.6100","192038819.4400","201410402.1300","0.0000","23.4009"
"101631","000020","深华发A","2026-03-31","1","C39","102833695.9800","29326205.8600","130529659.7600","700405582.1900","163518865.6200","182825918.6500","0.0000","21.7274"
"101632","000021","深科技","2024-03-31","1","C39","2005694897.7200","68633830.3800","3457422100.5100","28887156342.3200","3529215042.1500","2713971195.7800","8849898373.5500","9.1288"
"101632","000021","深科技","2024-06-30","1","C39","2363052585.5700","70193525.0900","3440074803.0400","28135720223.8200","3511954328.1300","3077444244.6600","9098387506.8300","10.6372"
"101632","000021","深科技","2024-09-30","1","C39","2904751828.2800","84369925.5900","3657262807.3700","29154329448.1200","3745798406.3100","3690538698.0500","9051284783.5500","12.2122"
"101632","000021","深科技","2024-12-31","1","C39","2708682826.9500","132968836.6200","3936468718.6100","26773186448.8200","4076140600.9500","3548511849.1100","7079189900.9900","12.6086"
"101632","000021","深科技","2025-03-31","1","C39","3036544788.9700","156912938.1000","3880130533.6000","29032663205.4300","4038386071.5900","3876953277.6000","8545842446.9700","12.6741"
"101632","000021","深科技","2025-06-30","1","C39","2920083047.2300","145415420.3700","3853888548.6100","28824991732.6000","3999711969.8400","3754846612.7000","7406947695.4300","12.4013"
"101632","000021","深科技","2025-09-30","1","C39","2929240821.9800","149422439.1800","3737585658.4100","27556890716.6300","3887416098.4500","3739036384.6300","6335473543.6800","12.9906"
"101632","000021","深科技","2025-12-31","1","C39","2565636474.3000","158377272.3900","4249582366.9200","26697828506.6100","4407959639.3100","2949253982.0900","5443608901.4900","10.2475"
