"Stkcd","ShortName","Accper","Typrep","Source","F060101B"
"000002","万科A","2019-12-31","A","0","0.828686"
"000002","万科A","2019-12-31","B","0","-0.370683"
"000002","万科A","2020-03-31","A","0","-1.215444"
"000002","万科A","2020-03-31","B","0",""
"000002","万科A","2020-06-30","A","0","1.213470"
"000002","万科A","2020-06-30","B","0","0.609030"
"000002","万科A","2020-09-30","A","0","1.110048"
"000002","万科A","2020-09-30","B","0","0.946107"
"000002","万科A","2020-12-31","A","0","0.896960"
"000002","万科A","2020-12-31","B","0","1.064577"
"000002","万科A","2021-03-31","A","0","6.732786"
"000002","万科A","2021-03-31","B","0","186.122991"
"000002","万科A","2021-06-30","A","0","0.419300"
"000002","万科A","2021-06-30","B","0","-0.092890"
"000002","万科A","2021-09-30","A","0","0.049572"
"000002","万科A","2021-12-31","A","0","0.108043"
"000002","万科A","2021-12-31","B","0","-0.793374"
"000002","万科A","2022-03-31","A","0","-4.757519"
"000002","万科A","2022-06-30","A","0","0.457832"
"000002","万科A","2022-06-30","B","0","-0.437820"
"000002","万科A","2022-09-30","A","0","-0.153267"
"000002","万科A","2022-12-31","A","0","0.073246"
"000002","万科A","2022-12-31","B","0","-1.369838"
"000002","万科A","2023-03-31","A","0","2.470716"
"000002","万科A","2023-06-30","A","0","0.122921"
"000002","万科A","2023-06-30","B","0","0.101409"
"000002","万科A","2023-09-30","A","0","0.011191"
"000002","万科A","2023-12-31","A","0","0.191260"
"000002","万科A","2023-12-31","B","0","-0.236739"
"000002","万科A","2024-03-31","A","0","-28.438557"
"000002","万科A","2024-06-30","A","0",""
"000002","万科A","2024-06-30","B","0","-2.984751"
"000002","万科A","2024-09-30","A","0",""
"000002","万科A","2024-12-31","A","0",""
"000002","万科A","2024-12-31","B","0",""
"000002","万科A","2025-03-31","A","0",""
"000002","万科A","2025-06-30","A","0",""
"000002","万科A","2025-06-30","B","0","0.243846"
"000002","万科A","2025-09-30","A","0",""
"000002","万科A","2025-12-31","A","0",""
"000002","万科A","2025-12-31","B","0",""
"000002","万科A","2026-03-31","A","0",""
"000004","国农科技","2019-12-31","A","0",""
"000004","国农科技","2019-12-31","B","0","0.526893"
"000004","国农科技","2020-03-31","A","0","-10.612580"
"000004","国农科技","2020-03-31","B","0",""
"000004","国农科技","2020-06-30","A","0","-17.092778"
"000004","国农科技","2020-06-30","B","0",""
"000004","国农科技","2020-09-30","A","0","-0.976545"
"000004","国农科技","2020-09-30","B","0",""
"000004","国华网安","2020-12-31","A","0","0.064106"
"000004","国华网安","2020-12-31","B","0",""
"000004","国华网安","2021-03-31","A","0","-9.363488"
"000004","国华网安","2021-03-31","B","0",""
"000004","国华网安","2021-06-30","A","0","-5.754828"
"000004","国华网安","2021-06-30","B","0",""
"000004","国华网安","2021-09-30","A","0","-1.591437"
"000004","国华网安","2021-12-31","A","0",""
"000004","国华网安","2021-12-31","B","0",""
"000004","国华网安","2022-03-31","A","0",""
"000004","ST 国华","2022-06-30","A","0",""
"000004","ST 国华","2022-06-30","B","0",""
"000004","ST 国华","2022-09-30","A","0",""
"000004","ST 国华","2022-12-31","A","0",""
"000004","ST 国华","2022-12-31","B","0",""
"000004","ST 国华","2023-03-31","A","0",""
"000004","国华网安","2023-06-30","A","0",""
"000004","国华网安","2023-06-30","B","0",""
"000004","国华网安","2023-09-30","A","0",""
"000004","国华网安","2023-12-31","A","0",""
"000004","国华网安","2023-12-31","B","0",""
"000004","国华网安","2024-03-31","A","0",""
"000004","国华网安","2024-06-30","A","0",""
"000004","国华网安","2024-06-30","B","0",""
"000004","国华网安","2024-09-30","A","0",""
"000004","国华网安","2024-12-31","A","0",""
"000004","国华网安","2024-12-31","B","0",""
"000004","国华网安","2025-03-31","A","0",""
"000004","*ST 国华","2025-06-30","A","0",""
"000004","*ST 国华","2025-06-30","B","0",""
"000004","*ST 国华","2025-09-30","A","0",""
"000004","*ST 国华","2025-12-31","A","0","2.045962"
"000004","*ST 国华","2025-12-31","B","0",""
"000004","*ST 国华","2026-03-31","A","0",""
"000006","深振业A","2019-12-31","A","0","-0.230417"
"000006","深振业A","2019-12-31","B","0","-0.132676"
"000006","深振业A","2020-03-31","A","0","-1.763666"
"000006","深振业A","2020-03-31","B","0",""
"000006","深振业A","2020-06-30","A","0","-1.013308"
"000006","深振业A","2020-06-30","B","0",""
"000006","深振业A","2020-09-30","A","0","-0.083605"
"000006","深振业A","2020-09-30","B","0","4.456066"
"000006","深振业A","2020-12-31","A","0","-0.185521"
"000006","深振业A","2020-12-31","B","0","2.820841"
"000006","深振业A","2021-03-31","A","0","1.089194"
"000006","深振业A","2021-03-31","B","0","42.146993"
"000006","深振业A","2021-06-30","A","0","-8.711212"
"000006","深振业A","2021-06-30","B","0","-2.327697"
"000006","深振业A","2021-09-30","A","0","-6.264287"
"000006","深振业A","2021-12-31","A","0","-7.000425"
"000006","深振业A","2021-12-31","B","0","-1.939976"
"000006","深振业A","2022-03-31","A","0","-2.713682"
"000006","深振业A","2022-06-30","A","0","1.008538"
"000006","深振业A","2022-06-30","B","0","0.478949"
"000006","深振业A","2022-09-30","A","0","5.876185"
"000006","深振业A","2022-12-31","A","0","5.167964"
"000006","深振业A","2022-12-31","B","0","-1.664176"
"000006","深振业A","2023-03-31","A","0",""
"000006","深振业A","2023-06-30","A","0","-64.875934"
"000006","深振业A","2023-06-30","B","0","-1.474607"
"000006","深振业A","2023-09-30","A","0",""
"000006","深振业A","2023-12-31","A","0",""
"000006","深振业A","2023-12-31","B","0",""
"000006","深振业A","2024-03-31","A","0",""
"000006","深振业A","2024-06-30","A","0",""
"000006","深振业A","2024-06-30","B","0",""
"000006","深振业A","2024-09-30","A","0",""
"000006","深振业A","2024-12-31","A","0",""
"000006","深振业A","2024-12-31","B","0",""
"000006","深振业A","2025-03-31","A","0",""
"000006","深振业A","2025-06-30","A","0",""
"000006","深振业A","2025-06-30","B","0",""
"000006","深振业A","2025-09-30","A","0","58.451648"
"000006","深振业A","2025-12-31","A","0",""
"000006","深振业A","2025-12-31","B","0",""
"000006","深振业A","2026-03-31","A","0","12.615940"
"000007","全新好","2019-12-31","A","0","-1.430486"
"000007","全新好","2019-12-31","B","0",""
"000007","全新好","2020-03-31","A","0",""
"000007","全新好","2020-03-31","B","0",""
"000007","全新好","2020-06-30","A","0",""
"000007","全新好","2020-06-30","B","0","3.105807"
"000007","全新好","2020-09-30","A","0",""
"000007","全新好","2020-09-30","B","0","0.004513"
"000007","全新好","2020-12-31","A","0",""
"000007","全新好","2020-12-31","B","0",""
"000007","全新好","2021-03-31","A","0",""
"000007","全新好","2021-03-31","B","0","0.131806"
"000007","*ST 全新","2021-06-30","A","0",""
"000007","*ST 全新","2021-06-30","B","0",""
"000007","*ST 全新","2021-09-30","A","0",""
"000007","*ST 全新","2021-12-31","A","0","-1.207132"
"000007","*ST 全新","2021-12-31","B","0","-0.791836"
"000007","*ST 全新","2022-03-31","A","0",""
"000007","*ST 全新","2022-06-30","A","0",""
"000007","*ST 全新","2022-06-30","B","0",""
"000007","全新好","2022-09-30","A","0",""
"000007","全新好","2022-12-31","A","0",""
"000007","全新好","2022-12-31","B","0",""
"000007","全新好","2023-03-31","A","0",""
"000007","*ST 全新","2023-06-30","A","0","8.984918"
"000007","*ST 全新","2023-06-30","B","0","-0.003005"
"000007","*ST 全新","2023-09-30","A","0","15.279496"
"000007","*ST 全新","2023-12-31","A","0","5.222601"
"000007","*ST 全新","2023-12-31","B","0","-0.000489"
"000007","*ST 全新","2024-03-31","A","0","72.604086"
"000007","*ST 全新","2024-06-30","A","0","22.629223"
"000007","*ST 全新","2024-06-30","B","0","0.001578"
"000007","全新好","2024-09-30","A","0","12.555287"
"000007","全新好","2024-12-31","A","0","3.541116"
"000007","全新好","2024-12-31","B","0","-0.186540"
"000007","全新好","2025-03-31","A","0","58.198267"
"000007","全新好","2025-06-30","A","0","61.579806"
"000007","全新好","2025-06-30","B","0","-0.002546"
"000007","全新好","2025-09-30","A","0","115.138403"
"000007","全新好","2025-12-31","A","0","573.680850"
"000007","全新好","2025-12-31","B","0",""
"000007","全新好","2026-03-31","A","0",""
"000008","神州高铁","2019-12-31","A","0","0.011629"
"000008","神州高铁","2019-12-31","B","0","7.625789"
"000008","神州高铁","2020-03-31","A","0",""
"000008","神州高铁","2020-03-31","B","0",""
"000008","神州高铁","2020-06-30","A","0",""
"000008","神州高铁","2020-06-30","B","0",""
"000008","神州高铁","2020-09-30","A","0",""
"000008","神州高铁","2020-09-30","B","0",""
"000008","神州高铁","2020-12-31","A","0",""
"000008","神州高铁","2020-12-31","B","0",""
"000008","神州高铁","2021-03-31","A","0",""
"000008","神州高铁","2021-03-31","B","0",""
"000008","神州高铁","2021-06-30","A","0",""
"000008","神州高铁","2021-06-30","B","0",""
"000008","神州高铁","2021-09-30","A","0",""
"000008","神州高铁","2021-12-31","A","0",""
"000008","神州高铁","2021-12-31","B","0",""
"000008","神州高铁","2022-03-31","A","0",""
"000008","神州高铁","2022-06-30","A","0",""
"000008","神州高铁","2022-06-30","B","0",""
"000008","神州高铁","2022-09-30","A","0",""
"000008","神州高铁","2022-12-31","A","0",""
"000008","神州高铁","2022-12-31","B","0",""
"000008","神州高铁","2023-03-31","A","0",""
"000008","神州高铁","2023-06-30","A","0",""
"000008","神州高铁","2023-06-30","B","0",""
"000008","神州高铁","2023-09-30","A","0",""
"000008","神州高铁","2023-12-31","A","0",""
"000008","神州高铁","2023-12-31","B","0",""
"000008","神州高铁","2024-03-31","A","0",""
"000008","神州高铁","2024-06-30","A","0",""
"000008","神州高铁","2024-06-30","B","0","-2.868140"
"000008","神州高铁","2024-09-30","A","0",""
"000008","神州高铁","2024-12-31","A","0",""
"000008","神州高铁","2024-12-31","B","0",""
"000008","神州高铁","2025-03-31","A","0",""
"000008","神州高铁","2025-06-30","A","0",""
"000008","神州高铁","2025-06-30","B","0","-1.092464"
"000008","神州高铁","2025-09-30","A","0",""
"000008","神州高铁","2025-12-31","A","0",""
"000008","神州高铁","2025-12-31","B","0",""
"000008","神州高铁","2026-03-31","A","0",""
"000009","中国宝安","2019-12-31","A","0","1.879210"
"000009","中国宝安","2019-12-31","B","0","-4.763719"
"000009","中国宝安","2020-03-31","A","0","1.005778"
"000009","中国宝安","2020-03-31","B","0",""
"000009","中国宝安","2020-06-30","A","0","0.736662"
"000009","中国宝安","2020-06-30","B","0","2.238089"
"000009","中国宝安","2020-09-30","A","0","0.891182"
"000009","中国宝安","2020-09-30","B","0","4.645608"
"000009","中国宝安","2020-12-31","A","0","0.613550"
"000009","中国宝安","2020-12-31","B","0","4.425846"
"000009","中国宝安","2021-03-31","A","0","0.679216"
"000009","中国宝安","2021-03-31","B","0",""
"000009","中国宝安","2021-06-30","A","0","0.149126"
"000009","中国宝安","2021-06-30","B","0","0.180054"
"000009","中国宝安","2021-09-30","A","0","-0.055136"
"000009","中国宝安","2021-12-31","A","0","-0.158757"
"000009","中国宝安","2021-12-31","B","0","0.875102"
"000009","中国宝安","2022-03-31","A","0","-1.051260"
"000009","中国宝安","2022-06-30","A","0","-0.214262"
"000009","中国宝安","2022-06-30","B","0","-11.135336"
"000009","中国宝安","2022-09-30","A","0","-0.146302"
"000009","中国宝安","2022-12-31","A","0","0.117696"
"000009","中国宝安","2022-12-31","B","0",""
"000009","中国宝安","2023-03-31","A","0","3.704971"
"000009","中国宝安","2023-06-30","A","0","3.058805"
"000009","中国宝安","2023-06-30","B","0","4.013777"
"000009","中国宝安","2023-09-30","A","0","2.634901"
"000009","中国宝安","2023-12-31","A","0","3.546606"
"000009","中国宝安","2023-12-31","B","0",""
"000009","中国宝安","2024-03-31","A","0","3.425556"
"000009","中国宝安","2024-06-30","A","0","0.457187"
"000009","中国宝安","2024-06-30","B","0","0.650535"
"000009","中国宝安","2024-09-30","A","0","0.610297"
"000009","中国宝安","2024-12-31","A","0","1.610370"
"000009","中国宝安","2024-12-31","B","0","-0.678516"
"000009","中国宝安","2025-03-31","A","0","-1.210407"
"000009","中国宝安","2025-06-30","A","0","0.021868"
"000009","中国宝安","2025-06-30","B","0","-0.339076"
"000009","中国宝安","2025-09-30","A","0","0.189310"
"000009","中国宝安","2025-12-31","A","0","0.860203"
"000009","中国宝安","2025-12-31","B","0","-5.316702"
"000009","中国宝安","2026-03-31","A","0","-0.761898"
"000011","深物业A","2019-12-31","A","0","1.266341"
"000011","深物业A","2019-12-31","B","0","15.769328"
"000011","深物业A","2020-03-31","A","0","-4.744177"
"000011","深物业A","2020-03-31","B","0","-7.956633"
"000011","深物业A","2020-06-30","A","0","-9.126002"
"000011","深物业A","2020-06-30","B","0","-31.983380"
"000011","深物业A","2020-09-30","A","0","-3.200006"
"000011","深物业A","2020-09-30","B","0","9.561227"
"000011","深物业A","2020-12-31","A","0","0.527113"
"000011","深物业A","2020-12-31","B","0","11.219623"
"000011","深物业A","2021-03-31","A","0","0.402614"
"000011","深物业A","2021-03-31","B","0","1.187491"
"000011","深物业A","2021-06-30","A","0","1.701356"
"000011","深物业A","2021-06-30","B","0","18.085476"
"000011","深物业A","2021-09-30","A","0","-0.711474"
"000011","深物业A","2021-12-31","A","0","-1.837646"
"000011","深物业A","2021-12-31","B","0","-15.927995"
"000011","深物业A","2022-03-31","A","0","-3.533418"
"000011","深物业A","2022-06-30","A","0","-1.641080"
"000011","深物业A","2022-06-30","B","0","2.778439"
"000011","深物业A","2022-09-30","A","0","-0.090535"
"000011","深物业A","2022-12-31","A","0","0.198800"
"000011","深物业A","2022-12-31","B","0","4.690116"
"000011","深物业A","2023-03-31","A","0","-42.942344"
"000011","深物业A","2023-06-30","A","0","-2.702221"
"000011","深物业A","2023-06-30","B","0","2.128390"
"000011","深物业A","2023-09-30","A","0","-4.137388"
"000011","深物业A","2023-12-31","A","0","-0.587057"
"000011","深物业A","2023-12-31","B","0","0.703897"
"000011","深物业A","2024-03-31","A","0",""
"000011","深物业A","2024-06-30","A","0","-557.509914"
"000011","深物业A","2024-06-30","B","0",""
"000011","深物业A","2024-09-30","A","0",""
"000011","深物业A","2024-12-31","A","0",""
"000011","深物业A","2024-12-31","B","0","-3.499181"
"000011","深物业A","2025-03-31","A","0","-85.717452"
"000011","深物业A","2025-06-30","A","0","-10.638260"
"000011","深物业A","2025-06-30","B","0",""
"000011","深物业A","2025-09-30","A","0","-91.144756"
"000011","深物业A","2025-12-31","A","0","-444.473713"
"000011","深物业A","2025-12-31","B","0","-0.207562"
"000011","深物业A","2026-03-31","A","0",""
"000012","南玻A","2019-12-31","A","0","4.245099"
"000012","南玻A","2019-12-31","B","0","-0.093873"
"000012","南玻A","2020-03-31","A","0","-0.099356"
"000012","南玻A","2020-03-31","B","0",""
"000012","南玻A","2020-06-30","A","0","1.940008"
"000012","南玻A","2020-06-30","B","0","-0.118132"
"000012","南玻A","2020-09-30","A","0","2.233698"
"000012","南玻A","2020-09-30","B","0","-0.146957"
"000012","南玻A","2020-12-31","A","0","3.363027"
"000012","南玻A","2020-12-31","B","0","-0.013453"
"000012","南玻A","2021-03-31","A","0","0.590105"
"000012","南玻A","2021-03-31","B","0",""
"000012","南玻A","2021-06-30","A","0","1.240521"
"000012","南玻A","2021-06-30","B","0","-0.156302"
"000012","南玻A","2021-09-30","A","0","1.714327"
"000012","南玻A","2021-12-31","A","0","2.499336"
"000012","南玻A","2021-12-31","B","0","0.047668"
"000012","南玻A","2022-03-31","A","0","0.263265"
"000012","南玻A","2022-06-30","A","0","0.895113"
"000012","南玻A","2022-06-30","B","0","0.040062"
"000012","南玻A","2022-09-30","A","0","0.975759"
"000012","南玻A","2022-12-31","A","0","0.957784"
"000012","南玻A","2022-12-31","B","0","0.183240"
"000012","南玻A","2023-03-31","A","0","-0.724679"
"000012","南玻A","2023-06-30","A","0","0.587854"
"000012","南玻A","2023-06-30","B","0","0.156421"
"000012","南玻A","2023-09-30","A","0","1.115411"
"000012","南玻A","2023-12-31","A","0","1.784613"
"000012","南玻A","2023-12-31","B","0","0.204574"
"000012","南玻A","2024-03-31","A","0","0.567117"
"000012","南玻A","2024-06-30","A","0","1.377078"
"000012","南玻A","2024-06-30","B","0","-0.064777"
"000012","南玻A","2024-09-30","A","0","1.750378"
"000012","南玻A","2024-12-31","A","0","7.095799"
"000012","南玻A","2024-12-31","B","0","-0.078967"
"000012","南玻A","2025-03-31","A","0","7.540268"
"000012","南玻A","2025-06-30","A","0","5.964579"
"000012","南玻A","2025-06-30","B","0","-0.140598"
"000012","南玻A","2025-09-30","A","0","5.981929"
"000012","南玻A","2025-12-31","A","0","10.884859"
"000012","南玻A","2025-12-31","B","0","0.121583"
"000012","南玻A","2026-03-31","A","0",""
"000014","沙河股份","2019-12-31","A","0","1.011072"
"000014","沙河股份","2019-12-31","B","0",""
"000014","沙河股份","2020-03-31","A","0","-2.563941"
"000014","沙河股份","2020-03-31","B","0",""
"000014","沙河股份","2020-06-30","A","0","-1.511872"
"000014","沙河股份","2020-06-30","B","0",""
"000014","沙河股份","2020-09-30","A","0","6.558761"
"000014","沙河股份","2020-09-30","B","0","0.952880"
"000014","沙河股份","2020-12-31","A","0","28.370056"
"000014","沙河股份","2020-12-31","B","0","0.451334"
"000014","沙河股份","2021-03-31","A","0",""
"000014","沙河股份","2021-03-31","B","0",""
"000014","沙河股份","2021-06-30","A","0",""
"000014","沙河股份","2021-06-30","B","0",""
"000014","沙河股份","2021-09-30","A","0",""
"000014","沙河股份","2021-12-31","A","0","-1.479545"
"000014","沙河股份","2021-12-31","B","0",""
"000014","沙河股份","2022-03-31","A","0","0.142141"
"000014","沙河股份","2022-06-30","A","0","-1.392587"
"000014","沙河股份","2022-06-30","B","0",""
"000014","沙河股份","2022-09-30","A","0","0.279918"
"000014","沙河股份","2022-12-31","A","0","1.421028"
"000014","沙河股份","2022-12-31","B","0","1.177714"
"000014","沙河股份","2023-03-31","A","0","2.510472"
"000014","沙河股份","2023-06-30","A","0","0.885651"
"000014","沙河股份","2023-06-30","B","0","1.210176"
"000014","沙河股份","2023-09-30","A","0","0.567934"
"000014","沙河股份","2023-12-31","A","0","0.915185"
"000014","沙河股份","2023-12-31","B","0","0.733857"
"000014","沙河股份","2024-03-31","A","0","-0.655727"
"000014","沙河股份","2024-06-30","A","0","-1.176096"
"000014","沙河股份","2024-06-30","B","0","-3.331895"
"000014","沙河股份","2024-09-30","A","0","-2.193366"
"000014","沙河股份","2024-12-31","A","0","-8.347962"
"000014","沙河股份","2024-12-31","B","0",""
"000014","沙河股份","2025-03-31","A","0",""
"000014","沙河股份","2025-06-30","B","0",""
"000014","沙河股份","2025-06-30","A","0",""
"000014","沙河股份","2025-09-30","A","0",""
"000014","沙河股份","2025-12-31","A","0",""
"000014","沙河股份","2025-12-31","B","0",""
"000014","沙河股份","2026-03-31","A","0",""
"000017","深中华A","2019-12-31","A","0",""
"000017","深中华A","2019-12-31","B","0",""
"000017","深中华A","2020-03-31","A","0",""
"000017","深中华A","2020-03-31","B","0",""
"000017","*ST 中华A","2020-06-30","A","0","0.394782"
"000017","*ST 中华A","2020-06-30","B","0","8.553371"
"000017","*ST 中华A","2020-09-30","A","0","0.533323"
"000017","*ST 中华A","2020-09-30","B","0","5.695414"
"000017","*ST 中华A","2020-12-31","A","0","0.900935"
"000017","*ST 中华A","2020-12-31","B","0","8.304971"
"000017","*ST 中华A","2021-03-31","A","0",""
"000017","*ST 中华A","2021-03-31","B","0",""
"000017","深中华A","2021-06-30","A","0","-1.550935"
"000017","深中华A","2021-06-30","B","0","-0.605137"
"000017","深中华A","2021-09-30","A","0","-2.644266"
"000017","深中华A","2021-12-31","A","0",""
"000017","深中华A","2021-12-31","B","0",""
"000017","深中华A","2022-03-31","A","0",""
"000017","深中华A","2022-06-30","A","0",""
"000017","深中华A","2022-06-30","B","0",""
"000017","深中华A","2022-09-30","A","0","-6.961070"
"000017","深中华A","2022-12-31","A","0",""
"000017","深中华A","2022-12-31","B","0",""
"000017","深中华A","2023-03-31","A","0","-2.118974"
"000017","深中华A","2023-06-30","A","0","-5.956546"
"000017","深中华A","2023-06-30","B","0","45.998943"
"000017","深中华A","2023-09-30","A","0","-6.522623"
"000017","深中华A","2023-12-31","A","0","1.664644"
"000017","深中华A","2023-12-31","B","0","5.203456"
"000017","深中华A","2024-03-31","A","0","-9.212762"
"000017","深中华A","2024-06-30","A","0","-9.318907"
"000017","深中华A","2024-06-30","B","0","-1.744408"
"000017","深中华A","2024-09-30","A","0","-8.496313"
"000017","深中华A","2024-12-31","A","0","-1.082994"
"000017","深中华A","2024-12-31","B","0","1.597960"
"000017","深中华A","2025-03-31","A","0","-7.526343"
"000017","深中华A","2025-06-30","A","0","-2.034505"
"000017","深中华A","2025-06-30","B","0","-0.803333"
"000017","深中华A","2025-09-30","A","0","-1.754834"
"000017","深中华A","2025-12-31","A","0","-0.471429"
"000017","深中华A","2025-12-31","B","0","0.155862"
"000017","深中华A","2026-03-31","A","0","-7.062628"
"000019","深粮控股","2019-12-31","A","0","0.494267"
"000019","深粮控股","2019-12-31","B","0","-0.474219"
"000019","深粮控股","2020-03-31","A","0","3.447946"
"000019","深粮控股","2020-03-31","B","0",""
"000019","深粮控股","2020-06-30","A","0","0.045283"
"000019","深粮控股","2020-06-30","B","0","0.650965"
"000019","深粮控股","2020-09-30","A","0","1.253817"
"000019","深粮控股","2020-09-30","B","0","-0.021849"
"000019","深粮控股","2020-12-31","A","0","0.709629"
"000019","深粮控股","2020-12-31","B","0","-0.106516"
"000019","深粮控股","2021-03-31","A","0","-1.589143"
"000019","深粮控股","2021-03-31","B","0","1.179231"
"000019","深粮控股","2021-06-30","A","0","-2.812817"
"000019","深粮控股","2021-06-30","B","0","6.817727"
"000019","深粮控股","2021-09-30","A","0","0.366574"
"000019","深粮控股","2021-12-31","A","0","1.009363"
"000019","深粮控股","2021-12-31","B","0","3.172482"
"000019","深粮控股","2022-03-31","A","0","1.579436"
"000019","深粮控股","2022-06-30","A","0","1.093073"
"000019","深粮控股","2022-06-30","B","0","6.906164"
"000019","深粮控股","2022-09-30","A","0","2.320236"
"000019","深粮控股","2022-12-31","A","0","1.271552"
"000019","深粮控股","2022-12-31","B","0","3.351163"
"000019","深粮控股","2023-03-31","A","0","-1.773048"
"000019","深粮控股","2023-06-30","A","0","0.498044"
"000019","深粮控股","2023-06-30","B","0","10.194213"
"000019","深粮控股","2023-09-30","A","0","2.583803"
"000019","深粮控股","2023-12-31","A","0","1.690022"
"000019","深粮控股","2023-12-31","B","0","1.272983"
"000019","深粮控股","2024-03-31","A","0","3.985750"
"000019","深粮控股","2024-06-30","A","0","-1.216073"
"000019","深粮控股","2024-06-30","B","0","-3.642461"
"000019","深粮控股","2024-09-30","A","0","2.147791"
"000019","深粮控股","2024-12-31","A","0","-0.047256"
"000019","深粮控股","2024-12-31","B","0","-0.101057"
"000019","深粮控股","2025-03-31","A","0","4.394279"
"000019","深粮控股","2025-06-30","A","0","4.189600"
"000019","深粮控股","2025-06-30","B","0","11.609526"
"000019","深粮控股","2025-09-30","A","0","5.197136"
"000019","深粮控股","2025-12-31","A","0","4.523760"
"000019","深粮控股","2025-12-31","B","0","0.690344"
"000019","深粮控股","2026-03-31","A","0","3.622271"
"000020","深华发A","2019-12-31","A","0","13.637919"
"000020","深华发A","2019-12-31","B","0","4.639261"
"000020","深华发A","2020-03-31","A","0",""
"000020","深华发A","2020-03-31","B","0","6.421542"
"000020","深华发A","2020-06-30","A","0","6.697065"
"000020","深华发A","2020-06-30","B","0","3.278073"
"000020","深华发A","2020-09-30","A","0","2.822197"
"000020","深华发A","2020-09-30","B","0","3.980253"
"000020","深华发A","2020-12-31","A","0","8.743431"
"000020","深华发A","2020-12-31","B","0","8.007100"
"000020","深华发A","2021-03-31","A","0","-0.922288"
"000020","深华发A","2021-03-31","B","0","3.306389"
"000020","深华发A","2021-06-30","A","0","-3.121654"
"000020","深华发A","2021-06-30","B","0","1.924529"
"000020","深华发A","2021-09-30","A","0","-2.964824"
"000020","深华发A","2021-12-31","A","0","-1.711181"
"000020","深华发A","2021-12-31","B","0","2.368615"
"000020","深华发A","2022-03-31","A","0","9.684638"
"000020","深华发A","2022-06-30","A","0","5.645672"
"000020","深华发A","2022-06-30","B","0","1.158866"
"000020","深华发A","2022-09-30","A","0","9.154122"
"000020","深华发A","2022-12-31","A","0","8.135183"
"000020","深华发A","2022-12-31","B","0","1.189627"
"000020","深华发A","2023-03-31","A","0","5.221623"
"000020","深华发A","2023-06-30","A","0","7.004272"
"000020","深华发A","2023-06-30","B","0","7.965249"
"000020","深华发A","2023-09-30","A","0","-0.864398"
"000020","深华发A","2023-12-31","A","0","8.621841"
"000020","深华发A","2023-12-31","B","0","3.595962"
"000020","深华发A","2024-03-31","A","0","0.284648"
"000020","深华发A","2024-06-30","A","0","-0.061053"
"000020","深华发A","2024-06-30","B","0","-0.031107"
"000020","深华发A","2024-09-30","A","0","-0.851867"
"000020","深华发A","2024-12-31","A","0","2.970790"
"000020","深华发A","2024-12-31","B","0","-0.015047"
"000020","深华发A","2025-03-31","A","0","-7.796849"
"000020","深华发A","2025-06-30","A","0","-4.213283"
"000020","深华发A","2025-06-30","B","0","0.003052"
"000020","深华发A","2025-09-30","A","0","-2.100727"
"000020","深华发A","2025-12-31","A","0","0.222263"
"000020","深华发A","2025-12-31","B","0","0.008991"
"000020","深华发A","2026-03-31","A","0","0.322851"
"000021","深科技","2019-12-31","A","0","-2.263545"
"000021","深科技","2019-12-31","B","0","-3.400502"
"000021","深科技","2020-03-31","A","0","2.309112"
"000021","深科技","2020-03-31","B","0",""
"000021","深科技","2020-06-30","A","0","-2.471675"
"000021","深科技","2020-06-30","B","0",""
"000021","深科技","2020-09-30","A","0","1.782515"
"000021","深科技","2020-09-30","B","0",""
"000021","深科技","2020-12-31","A","0","3.276169"
"000021","深科技","2020-12-31","B","0",""
"000021","深科技","2021-03-31","A","0","-0.779438"
"000021","深科技","2021-03-31","B","0",""
"000021","深科技","2021-06-30","A","0","0.243693"
"000021","深科技","2021-06-30","B","0","-6.953511"
"000021","深科技","2021-09-30","A","0","0.111781"
"000021","深科技","2021-12-31","A","0","1.040216"
"000021","深科技","2021-12-31","B","0",""
"000021","深科技","2022-03-31","A","0","-3.179011"
"000021","深科技","2022-06-30","A","0","-0.230886"
"000021","深科技","2022-06-30","B","0","3.402414"
"000021","深科技","2022-09-30","A","0","1.665655"
"000021","深科技","2022-12-31","A","0","1.300395"
"000021","深科技","2022-12-31","B","0","0.194840"
"000021","深科技","2023-03-31","A","0","4.168584"
"000021","深科技","2023-06-30","A","0","4.231739"
"000021","深科技","2023-06-30","B","0",""
"000021","深科技","2023-09-30","A","0","1.401816"
"000021","深科技","2023-12-31","A","0","2.428689"
"000021","深科技","2023-12-31","B","0","9.704348"
"000021","深科技","2024-03-31","A","0","2.606077"
"000021","深科技","2024-06-30","A","0","2.889752"
"000021","深科技","2024-06-30","B","0",""
"000021","深科技","2024-09-30","A","0","2.361102"
"000021","深科技","2024-12-31","A","0","2.233004"
"000021","深科技","2024-12-31","B","0","0.997150"
"000021","深科技","2025-03-31","A","0","2.933772"
"000021","深科技","2025-06-30","A","0","2.426288"
"000021","深科技","2025-06-30","B","0","1.052571"
"000021","深科技","2025-09-30","A","0","2.057058"
"000021","深科技","2025-12-31","A","0","1.218704"
"000021","深科技","2025-12-31","B","0","-0.666989"
"000021","深科技","2026-03-31","A","0","0.396223"
"000025","特力A","2019-12-31","A","0","0.360643"
"000025","特力A","2019-12-31","B","0","0.149187"
"000025","特力A","2020-03-31","A","0","1.310383"
"000025","特力A","2020-03-31","B","0","9.102580"
"000025","特力A","2020-06-30","A","0","0.646466"
"000025","特力A","2020-06-30","B","0","-4.540632"
"000025","特力A","2020-09-30","A","0","2.761705"
