"Stkcd","ShortName","Accper","Typrep","Source","F010101A","F010701B","F011201A"
"000002","万科A","2019-12-31","A","0","1.130738","14.343805","0.843590"
"000002","万科A","2019-12-31","B","0","1.648602","14.415378","0.752091"
"000002","万科A","2020-03-31","A","0","1.145731","3.122094","0.842446"
"000002","万科A","2020-03-31","B","0","1.677891","0.329035","0.770100"
"000002","万科A","2020-06-30","A","0","1.147161","8.993151","0.838745"
"000002","万科A","2020-06-30","B","0","1.797292","15.495257","0.718746"
"000002","万科A","2020-09-30","A","0","1.141408","9.721127","0.833206"
"000002","万科A","2020-09-30","B","0","1.906179","10.024673","0.692046"
"000002","万科A","2020-12-31","A","0","1.174494","16.485746","0.812835"
"000002","万科A","2020-12-31","B","0","1.850181","7.815445","0.693963"
"000002","万科A","2021-03-31","A","0","1.176263","3.585847","0.813701"
"000002","万科A","2021-03-31","B","0","1.889512","1.100931","0.694166"
"000002","万科A","2021-06-30","A","0","1.182060","13.637796","0.813958"
"000002","万科A","2021-06-30","B","0","1.859024","15.730511","0.695404"
"000002","万科A","2021-09-30","A","0","1.186482","10.936196","0.809429"
"000002","万科A","2021-12-31","A","0","1.220232","12.912575","0.797398"
"000002","万科A","2021-12-31","B","0","2.031296","10.579595","0.689691"
"000002","万科A","2022-03-31","A","0","1.233790","3.954879","0.798030"
"000002","万科A","2022-06-30","A","0","1.236665","109.880821","0.791556"
"000002","万科A","2022-06-30","B","0","1.955250","17.503827","0.706228"
"000002","万科A","2022-09-30","A","0","1.268682","32.442029","0.778477"
"000002","万科A","2022-12-31","A","0","1.313188","21.031619","0.769515"
"000002","万科A","2022-12-31","B","0","2.193623","12.720452","0.706857"
"000002","万科A","2023-03-31","A","0","1.321966","4.421469","0.771952"
"000002","万科A","2023-06-30","A","0","1.349457","9.601411","0.760928"
"000002","万科A","2023-06-30","B","0","2.455704","12.589560","0.684060"
"000002","万科A","2023-09-30","A","0","1.371164","11.375286","0.752762"
"000002","万科A","2023-12-31","A","0","1.399709","9.023372","0.732243"
"000002","万科A","2023-12-31","B","0","2.285952","5.329262","0.678277"
"000002","万科A","2024-03-31","A","0","1.384730","1.640297","0.727070"
"000002","万科A","2024-06-30","A","0","1.370998","-2.654372","0.729370"
"000002","万科A","2024-06-30","B","0","2.211542","5.721638","0.660532"
"000002","万科A","2024-09-30","A","0","1.353534","-2.933810","0.724164"
"000002","万科A","2024-12-31","A","0","1.275985","-6.945556","0.736558"
"000002","万科A","2024-12-31","B","0","1.743357","-4.563966","0.691585"
"000002","万科A","2025-03-31","A","0","1.303409","-2.315740","0.734756"
"000002","万科A","2025-06-30","A","0","1.308632","-1.663951","0.731055"
"000002","万科A","2025-06-30","B","0","1.873284","8.203786","0.669719"
"000002","万科A","2025-09-30","A","0","1.305649","-4.089218","0.735147"
"000002","万科A","2025-12-31","A","0","1.233858","-8.751976","0.768906"
"000002","万科A","2025-12-31","B","0","1.791405","-7.662447","0.741512"
"000002","万科A","2026-03-31","A","0","1.219418","-1.574103","0.771345"
"000004","国农科技","2019-12-31","A","0","5.621300","","0.060243"
"000004","国农科技","2019-12-31","B","0","5.195565","","0.015353"
"000004","国农科技","2020-03-31","A","0","7.459673","","0.045021"
"000004","国农科技","2020-03-31","B","0","6.866218","","0.011320"
"000004","国农科技","2020-06-30","A","0","6.875429","","0.048480"
"000004","国农科技","2020-06-30","B","0","5.167882","","0.015265"
"000004","国农科技","2020-09-30","A","0","6.394298","","0.055939"
"000004","国农科技","2020-09-30","B","0","5.142444","","0.015286"
"000004","国华网安","2020-12-31","A","0","5.195587","","0.068264"
"000004","国华网安","2020-12-31","B","0","6.560234","","0.012586"
"000004","国华网安","2021-03-31","A","0","4.778814","262.376477","0.074966"
"000004","国华网安","2021-03-31","B","0","6.478451","","0.012455"
"000004","国华网安","2021-06-30","A","0","5.797057","","0.059888"
"000004","国华网安","2021-06-30","B","0","6.365971","","0.012462"
"000004","国华网安","2021-09-30","A","0","4.437539","","0.081821"
"000004","国华网安","2021-12-31","A","0","3.934657","","0.146164"
"000004","国华网安","2021-12-31","B","0","5.614926","","0.014164"
"000004","国华网安","2022-03-31","A","0","4.179407","","0.134371"
"000004","ST 国华","2022-06-30","A","0","4.382378","","0.123478"
"000004","ST 国华","2022-06-30","B","0","5.640381","","0.011753"
"000004","ST 国华","2022-09-30","A","0","3.486472","","0.154579"
"000004","ST 国华","2022-12-31","A","0","2.412154","","0.387338"
"000004","ST 国华","2022-12-31","B","0","5.544843","","0.014289"
"000004","ST 国华","2023-03-31","A","0","2.561983","","0.355774"
"000004","国华网安","2023-06-30","A","0","2.482246","","0.362785"
"000004","国华网安","2023-06-30","B","0","4.858812","","0.011496"
"000004","国华网安","2023-09-30","A","0","2.408494","","0.367159"
"000004","国华网安","2023-12-31","A","0","1.662986","","0.531094"
"000004","国华网安","2023-12-31","B","0","4.598490","","0.021866"
"000004","国华网安","2024-03-31","A","0","1.579583","","0.547430"
"000004","国华网安","2024-06-30","A","0","1.530858","","0.560186"
"000004","国华网安","2024-06-30","B","0","4.121436","","0.021893"
"000004","国华网安","2024-09-30","A","0","1.424678","","0.592518"
"000004","国华网安","2024-12-31","A","0","0.869230","-1067.027362","0.765710"
"000004","国华网安","2024-12-31","B","0","2.928813","","0.029818"
"000004","国华网安","2025-03-31","A","0","0.794157","-172.038465","0.787028"
"000004","*ST 国华","2025-06-30","A","0","0.687664","","0.890241"
"000004","*ST 国华","2025-06-30","B","0","2.485095","","0.039507"
"000004","*ST 国华","2025-09-30","A","0","0.871718","","0.830187"
"000004","*ST 国华","2025-12-31","A","0","1.105100","","0.709609"
"000004","*ST 国华","2025-12-31","B","0","0.838824","","0.045804"
"000004","*ST 国华","2026-03-31","A","0","1.114549","-57.585072","0.665686"
"000006","深振业A","2019-12-31","A","0","2.420668","9.641576","0.544612"
"000006","深振业A","2019-12-31","B","0","2.157480","8.873513","0.494752"
"000006","深振业A","2020-03-31","A","0","3.118139","6.312264","0.523106"
"000006","深振业A","2020-03-31","B","0","2.865586","0.099988","0.500797"
"000006","深振业A","2020-06-30","A","0","2.754513","5.244104","0.521257"
"000006","深振业A","2020-06-30","B","0","2.100285","0.245726","0.507787"
"000006","深振业A","2020-09-30","A","0","2.637564","6.703593","0.515526"
"000006","深振业A","2020-09-30","B","0","2.087167","2.225999","0.496861"
"000006","深振业A","2020-12-31","A","0","2.832071","8.633957","0.492185"
"000006","深振业A","2020-12-31","B","0","2.083670","5.470957","0.481596"
"000006","深振业A","2021-03-31","A","0","2.988335","10.769376","0.494008"
"000006","深振业A","2021-03-31","B","0","1.524638","1.821848","0.583692"
"000006","深振业A","2021-06-30","A","0","2.396490","7.128271","0.574496"
"000006","深振业A","2021-06-30","B","0","1.920659","9.217719","0.586228"
"000006","深振业A","2021-09-30","A","0","2.339245","6.455868","0.587718"
"000006","深振业A","2021-12-31","A","0","2.117493","4.876391","0.653220"
"000006","深振业A","2021-12-31","B","0","1.855408","5.432925","0.589284"
"000006","深振业A","2022-03-31","A","0","2.196184","2.028153","0.649948"
"000006","深振业A","2022-06-30","A","0","2.378489","3.960843","0.662343"
"000006","深振业A","2022-06-30","B","0","2.231704","4.139978","0.578736"
"000006","深振业A","2022-09-30","A","0","2.201449","2.812265","0.687054"
"000006","深振业A","2022-12-31","A","0","2.025056","4.654995","0.679176"
"000006","深振业A","2022-12-31","B","0","2.093924","2.483602","0.595241"
"000006","深振业A","2023-03-31","A","0","2.029439","0.622833","0.680816"
"000006","深振业A","2023-06-30","A","0","1.751298","1.061084","0.699310"
"000006","深振业A","2023-06-30","B","0","1.612676","4.894171","0.624169"
"000006","深振业A","2023-09-30","A","0","1.897962","0.985607","0.704933"
"000006","深振业A","2023-12-31","A","0","1.734989","-1.802483","0.712887"
"000006","深振业A","2023-12-31","B","0","1.826370","2.402058","0.640809"
"000006","深振业A","2024-03-31","A","0","1.752917","0.390025","0.712273"
"000006","深振业A","2024-06-30","A","0","1.887649","-2.889232","0.688890"
"000006","深振业A","2024-06-30","B","0","1.871706","0.573844","0.648403"
"000006","深振业A","2024-09-30","A","0","1.929770","-2.398664","0.674005"
"000006","深振业A","2024-12-31","A","0","2.010409","-11.213406","0.669658"
"000006","深振业A","2024-12-31","B","0","2.325891","0.676555","0.576713"
"000006","深振业A","2025-03-31","A","0","2.294241","0.340816","0.632849"
"000006","深振业A","2025-06-30","A","0","2.096064","0.146420","0.650985"
"000006","深振业A","2025-06-30","B","0","1.892485","-0.172821","0.612922"
"000006","深振业A","2025-09-30","A","0","1.779719","1.251437","0.642180"
"000006","深振业A","2025-12-31","A","0","1.813382","1.077304","0.625358"
"000006","深振业A","2025-12-31","B","0","1.585753","-0.158789","0.609425"
"000006","深振业A","2026-03-31","A","0","1.757012","1.420898","0.617005"
"000007","全新好","2019-12-31","A","0","9.372211","","0.601261"
"000007","全新好","2019-12-31","B","0","2.791879","1354.844189","0.780490"
"000007","全新好","2020-03-31","A","0","9.118132","","0.618405"
"000007","全新好","2020-03-31","B","0","2.688891","-2784.662109","0.782832"
"000007","全新好","2020-06-30","A","0","8.173986","","0.630216"
"000007","全新好","2020-06-30","B","0","2.762026","3.635315","0.776030"
"000007","全新好","2020-09-30","A","0","8.737074","","0.650321"
"000007","全新好","2020-09-30","B","0","2.912802","2828.849987","0.763963"
"000007","全新好","2020-12-31","A","0","1.259792","","0.813932"
"000007","全新好","2020-12-31","B","0","0.856332","-22460.859395","1.048379"
"000007","全新好","2021-03-31","A","0","1.240116","","0.824452"
"000007","全新好","2021-03-31","B","0","0.857455","12.326737","1.046861"
"000007","*ST 全新","2021-06-30","A","0","1.253539","","0.827137"
"000007","*ST 全新","2021-06-30","B","0","0.865540","-13.341753","1.051049"
"000007","*ST 全新","2021-09-30","A","0","1.259381","","0.827952"
"000007","*ST 全新","2021-12-31","A","0","1.497989","","0.736008"
"000007","*ST 全新","2021-12-31","B","0","1.002940","153.456768","0.970359"
"000007","*ST 全新","2022-03-31","A","0","1.507533","-269.898008","0.742428"
"000007","*ST 全新","2022-06-30","A","0","1.450723","","0.764322"
"000007","*ST 全新","2022-06-30","B","0","0.981510","-203.033768","1.004325"
"000007","全新好","2022-09-30","A","0","1.480368","","0.762971"
"000007","全新好","2022-12-31","A","0","1.866686","","0.711224"
"000007","全新好","2022-12-31","B","0","1.078532","-20.053627","0.987775"
"000007","全新好","2023-03-31","A","0","1.919554","","0.712794"
"000007","*ST 全新","2023-06-30","A","0","2.037833","","0.688728"
"000007","*ST 全新","2023-06-30","B","0","1.144047","217.524910","0.949303"
"000007","*ST 全新","2023-09-30","A","0","2.008893","","0.699465"
"000007","*ST 全新","2023-12-31","A","0","2.159983","","0.653408"
"000007","*ST 全新","2023-12-31","B","0","1.176377","147.982303","0.931428"
"000007","*ST 全新","2024-03-31","A","0","2.184991","","0.651384"
"000007","*ST 全新","2024-06-30","A","0","2.338730","","0.636418"
"000007","*ST 全新","2024-06-30","B","0","1.215531","73.709657","0.919493"
"000007","全新好","2024-09-30","A","0","1.698619","","0.579609"
"000007","全新好","2024-12-31","A","0","1.873582","","0.399157"
"000007","全新好","2024-12-31","B","0","0.820153","565.458409","0.704126"
"000007","全新好","2025-03-31","A","0","1.983460","5.830320","0.379754"
"000007","全新好","2025-06-30","A","0","1.975716","8.680741","0.383917"
"000007","全新好","2025-06-30","B","0","0.845068","704.304030","0.658884"
"000007","全新好","2025-09-30","A","0","1.624302","4.013849","0.468134"
"000007","全新好","2025-12-31","A","0","1.608890","2.869713","0.480167"
"000007","全新好","2025-12-31","B","0","0.639938","-340.988589","0.731337"
"000007","全新好","2026-03-31","A","0","1.763865","-2.253779","0.437998"
"000008","神州高铁","2019-12-31","A","0","1.613198","6.773991","0.370962"
"000008","神州高铁","2019-12-31","B","0","0.671348","1.366491","0.453773"
"000008","神州高铁","2020-03-31","A","0","1.496605","-2.373914","0.378590"
"000008","神州高铁","2020-03-31","B","0","0.643590","-0.394185","0.484600"
"000008","神州高铁","2020-06-30","A","0","1.413692","-4.089593","0.388262"
"000008","神州高铁","2020-06-30","B","0","0.529674","-0.346310","0.474044"
"000008","神州高铁","2020-09-30","A","0","1.422053","-1.745403","0.403458"
"000008","神州高铁","2020-09-30","B","0","0.546554","-0.368217","0.503916"
"000008","神州高铁","2020-12-31","A","0","1.347237","-5.764925","0.480167"
"000008","神州高铁","2020-12-31","B","0","0.540176","-2.746931","0.573468"
"000008","神州高铁","2021-03-31","A","0","1.196036","-0.700583","0.500453"
"000008","神州高铁","2021-03-31","B","0","0.481112","0.152918","0.633888"
"000008","神州高铁","2021-06-30","A","0","1.185640","-0.576816","0.488615"
"000008","神州高铁","2021-06-30","B","0","0.423275","0.163418","0.585367"
"000008","神州高铁","2021-09-30","A","0","1.143832","0.438862","0.501438"
"000008","神州高铁","2021-12-31","A","0","1.103128","-6.042726","0.568954"
"000008","神州高铁","2021-12-31","B","0","0.514863","-6.346215","0.640858"
"000008","神州高铁","2022-03-31","A","0","1.104556","-0.033505","0.558176"
"000008","神州高铁","2022-06-30","A","0","1.104183","0.050826","0.554569"
"000008","神州高铁","2022-06-30","B","0","0.474241","0.234285","0.635252"
"000008","神州高铁","2022-09-30","A","0","1.102672","-0.362630","0.566740"
"000008","神州高铁","2022-12-31","A","0","0.858905","-4.055641","0.601696"
"000008","神州高铁","2022-12-31","B","0","0.386360","-1.653833","0.643119"
"000008","神州高铁","2023-03-31","A","0","0.848429","0.553092","0.611467"
"000008","神州高铁","2023-06-30","A","0","0.855161","0.061531","0.622338"
"000008","神州高铁","2023-06-30","B","0","0.447253","0.031048","0.675893"
"000008","神州高铁","2023-09-30","A","0","0.837716","-0.112248","0.609295"
"000008","神州高铁","2023-12-31","A","0","0.758595","-3.981847","0.657040"
"000008","神州高铁","2023-12-31","B","0","0.380829","-3.241426","0.558394"
"000008","神州高铁","2024-03-31","A","0","0.749564","-0.097749","0.662045"
"000008","神州高铁","2024-06-30","A","0","0.756245","-1.366376","0.668763"
"000008","神州高铁","2024-06-30","B","0","0.410746","3.137368","0.548902"
"000008","神州高铁","2024-09-30","A","0","0.751044","-0.579448","0.668105"
"000008","神州高铁","2024-12-31","A","0","0.822038","-2.292487","0.687851"
"000008","神州高铁","2024-12-31","B","0","0.441019","-1.113508","0.552337"
"000008","神州高铁","2025-03-31","A","0","0.887625","0.181796","0.693110"
"000008","神州高铁","2025-06-30","A","0","0.887598","-0.180085","0.673832"
"000008","神州高铁","2025-06-30","B","0","0.706596","7.371002","0.558212"
"000008","神州高铁","2025-09-30","A","0","0.893866","0.223822","0.668569"
"000008","神州高铁","2025-12-31","A","0","0.916807","-5.144545","0.738785"
"000008","神州高铁","2025-12-31","B","0","0.512183","-2.324665","0.524571"
"000008","神州高铁","2026-03-31","A","0","0.843644","0.158323","0.731707"
"000009","中国宝安","2019-12-31","A","0","1.600159","3.391606","0.645559"
"000009","中国宝安","2019-12-31","B","0","1.497858","1.951933","0.761073"
"000009","中国宝安","2020-03-31","A","0","1.473910","2.917104","0.643951"
"000009","中国宝安","2020-03-31","B","0","1.275233","0.403869","0.764873"
"000009","中国宝安","2020-06-30","A","0","1.484741","3.077592","0.632446"
"000009","中国宝安","2020-06-30","B","0","1.277341","3.480012","0.754334"
"000009","中国宝安","2020-09-30","A","0","1.774802","4.015948","0.593156"
"000009","中国宝安","2020-09-30","B","0","1.511003","3.126180","0.742062"
"000009","中国宝安","2020-12-31","A","0","1.832010","3.790644","0.584217"
"000009","中国宝安","2020-12-31","B","0","1.654917","2.893715","0.742367"
"000009","中国宝安","2021-03-31","A","0","1.765137","5.610861","0.578822"
"000009","中国宝安","2021-03-31","B","0","1.494101","0.470825","0.736644"
"000009","中国宝安","2021-06-30","A","0","1.720385","8.215223","0.571284"
"000009","中国宝安","2021-06-30","B","0","1.425193","2.916375","0.729350"
"000009","中国宝安","2021-09-30","A","0","1.714504","8.069154","0.556875"
"000009","中国宝安","2021-12-31","A","0","1.547886","6.120050","0.577624"
"000009","中国宝安","2021-12-31","B","0","1.274076","2.075425","0.725634"
"000009","中国宝安","2022-03-31","A","0","1.468027","6.947610","0.603509"
"000009","中国宝安","2022-06-30","A","0","1.440472","6.896760","0.631096"
"000009","中国宝安","2022-06-30","B","0","1.261617","1.223357","0.723901"
"000009","中国宝安","2022-09-30","A","0","1.448853","7.485839","0.636622"
"000009","中国宝安","2022-12-31","A","0","1.446188","7.334379","0.639676"
"000009","中国宝安","2022-12-31","B","0","1.241176","0.429578","0.732192"
"000009","中国宝安","2023-03-31","A","0","1.580704","5.717764","0.620483"
"000009","中国宝安","2023-06-30","A","0","1.754036","7.797496","0.598475"
"000009","中国宝安","2023-06-30","B","0","2.123736","1.512133","0.744045"
"000009","中国宝安","2023-09-30","A","0","1.866475","7.844182","0.595930"
"000009","中国宝安","2023-12-31","A","0","1.841014","6.682189","0.580376"
"000009","中国宝安","2023-12-31","B","0","3.404879","0.460577","0.750355"
"000009","中国宝安","2024-03-31","A","0","2.000983","5.477788","0.588322"
"000009","中国宝安","2024-06-30","A","0","2.011202","6.358770","0.588346"
"000009","中国宝安","2024-06-30","B","0","3.608077","3.771152","0.751642"
"000009","中国宝安","2024-09-30","A","0","1.928054","5.438028","0.590353"
"000009","中国宝安","2024-12-31","A","0","1.807430","5.319128","0.596171"
"000009","中国宝安","2024-12-31","B","0","2.783087","2.691937","0.745208"
"000009","中国宝安","2025-03-31","A","0","1.744826","4.600524","0.598495"
"000009","中国宝安","2025-06-30","A","0","1.643000","4.126289","0.600626"
"000009","中国宝安","2025-06-30","B","0","1.684727","3.319260","0.746955"
"000009","中国宝安","2025-09-30","A","0","1.754234","4.227431","0.595874"
"000009","中国宝安","2025-12-31","A","0","1.984116","3.525518","0.597835"
"000009","中国宝安","2025-12-31","B","0","2.644421","1.714016","0.753387"
"000009","中国宝安","2026-03-31","A","0","2.121696","2.559268","0.601965"
"000011","深物业A","2019-12-31","A","0","1.818677","8.458840","0.696768"
"000011","深物业A","2019-12-31","B","0","0.783844","","0.663214"
"000011","深物业A","2020-03-31","A","0","2.083315","10.222226","0.699320"
"000011","深物业A","2020-03-31","B","0","0.898633","","0.642505"
"000011","深物业A","2020-06-30","A","0","2.416061","6.000484","0.704873"
"000011","深物业A","2020-06-30","B","0","1.007707","","0.634304"
"000011","深物业A","2020-09-30","A","0","2.048568","3.740708","0.738287"
"000011","深物业A","2020-09-30","B","0","1.000673","","0.687562"
"000011","深物业A","2020-12-31","A","0","2.241264","10.294211","0.690259"
"000011","深物业A","2020-12-31","B","0","0.976941","","0.687601"
"000011","深物业A","2021-03-31","A","0","2.256506","24.198630","0.679854"
"000011","深物业A","2021-03-31","B","0","0.953881","","0.688719"
"000011","深物业A","2021-06-30","A","0","2.120331","771.502852","0.683467"
"000011","深物业A","2021-06-30","B","0","0.902845","","0.754350"
"000011","深物业A","2021-09-30","A","0","2.011070","","0.690825"
"000011","深物业A","2021-12-31","A","0","1.978428","233.139734","0.689266"
"000011","深物业A","2021-12-31","B","0","0.885701","","0.783047"
"000011","深物业A","2022-03-31","A","0","2.032854","21.125357","0.687013"
"000011","深物业A","2022-06-30","A","0","1.864539","12.887830","0.724617"
"000011","深物业A","2022-06-30","B","0","1.052222","8.937728","0.840753"
"000011","深物业A","2022-09-30","A","0","1.946755","17.046912","0.707922"
"000011","深物业A","2022-12-31","A","0","1.827913","15.845063","0.717169"
"000011","深物业A","2022-12-31","B","0","0.769073","35.965974","0.832755"
"000011","深物业A","2023-03-31","A","0","1.895266","2.001796","0.716132"
"000011","深物业A","2023-06-30","A","0","2.020937","13.130482","0.711745"
"000011","深物业A","2023-06-30","B","0","0.724502","37.831759","0.820980"
"000011","深物业A","2023-09-30","A","0","2.054460","9.684444","0.712497"
"000011","深物业A","2023-12-31","A","0","1.461750","17.118521","0.723116"
"000011","深物业A","2023-12-31","B","0","0.813041","71.363124","0.788029"
"000011","深物业A","2024-03-31","A","0","1.524756","0.442314","0.721736"
"000011","深物业A","2024-06-30","A","0","1.449248","1.384273","0.728727"
"000011","深物业A","2024-06-30","B","0","0.725011","-9.333198","0.797987"
"000011","深物业A","2024-09-30","A","0","1.516112","0.826460","0.720117"
"000011","深物业A","2024-12-31","A","0","1.966492","-28.086414","0.788767"
"000011","深物业A","2024-12-31","B","0","0.677503","7.263733","0.782939"
"000011","深物业A","2025-03-31","A","0","1.809765","1.377698","0.798098"
"000011","深物业A","2025-06-30","A","0","1.920495","1.505326","0.805274"
"000011","深物业A","2025-06-30","B","0","1.188852","-2.013619","0.807221"
"000011","深物业A","2025-09-30","A","0","3.076769","1.639064","0.787241"
"000011","深物业A","2025-12-31","A","0","1.946209","2.070162","0.790367"
"000011","深物业A","2025-12-31","B","0","2.341925","60.150648","0.590665"
"000011","深物业A","2026-03-31","A","0","1.999844","0.147153","0.787455"
"000012","南玻A","2019-12-31","A","0","0.741464","3.279845","0.457957"
"000012","南玻A","2019-12-31","B","0","1.060081","2.800018","0.535024"
"000012","南玻A","2020-03-31","A","0","1.095661","3.336381","0.507154"
"000012","南玻A","2020-03-31","B","0","1.495999","-0.054653","0.608821"
"000012","南玻A","2020-06-30","A","0","0.973426","4.688936","0.480884"
"000012","南玻A","2020-06-30","B","0","1.406838","8.532448","0.559590"
"000012","南玻A","2020-09-30","A","0","1.126428","6.118527","0.418116"
"000012","南玻A","2020-09-30","B","0","2.303348","5.222394","0.470014"
"000012","南玻A","2020-12-31","A","0","1.214909","5.935858","0.406367"
"000012","南玻A","2020-12-31","B","0","2.556669","6.412285","0.445004"
"000012","南玻A","2021-03-31","A","0","1.402038","16.006916","0.387985"
"000012","南玻A","2021-03-31","B","0","2.736751","-0.902970","0.432388"
"000012","南玻A","2021-06-30","A","0","1.661898","19.669635","0.370905"
"000012","南玻A","2021-06-30","B","0","3.993040","8.709523","0.394811"
"000012","南玻A","2021-09-30","A","0","1.595710","16.714812","0.390183"
"000012","南玻A","2021-12-31","A","0","1.663992","13.682725","0.404872"
"000012","南玻A","2021-12-31","B","0","2.216082","8.803586","0.449620"
"000012","南玻A","2022-03-31","A","0","1.131197","15.703893","0.408356"
"000012","南玻A","2022-06-30","A","0","1.231799","19.751049","0.454339"
"000012","南玻A","2022-06-30","B","0","1.255808","13.435637","0.472698"
"000012","南玻A","2022-09-30","A","0","1.328948","19.321080","0.477166"
"000012","南玻A","2022-12-31","A","0","1.244411","16.375677","0.483645"
"000012","南玻A","2022-12-31","B","0","1.089930","8.653298","0.469557"
"000012","南玻A","2023-03-31","A","0","1.330152","13.818767","0.463032"
"000012","南玻A","2023-06-30","A","0","1.207104","14.138133","0.476603"
"000012","南玻A","2023-06-30","B","0","1.477504","110.615384","0.344324"
"000012","南玻A","2023-09-30","A","0","1.090412","14.791719","0.499711"
"000012","南玻A","2023-12-31","A","0","1.051784","11.276623","0.521221"
"000012","南玻A","2023-12-31","B","0","0.976813","60.882082","0.416523"
"000012","南玻A","2024-03-31","A","0","1.077089","10.798021","0.523193"
"000012","南玻A","2024-06-30","A","0","1.037343","11.540962","0.550853"
"000012","南玻A","2024-06-30","B","0","0.957908","133.928944","0.434803"
"000012","南玻A","2024-09-30","A","0","0.995552","7.119609","0.544236"
"000012","南玻A","2024-12-31","A","0","0.951816","2.581317","0.551491"
"000012","南玻A","2024-12-31","B","0","0.870615","30.519403","0.433387"
"000012","南玻A","2025-03-31","A","0","0.979983","1.257077","0.561865"
"000012","南玻A","2025-06-30","A","0","0.918100","1.597472","0.568397"
"000012","南玻A","2025-06-30","B","0","0.899933","9.165882","0.451120"
"000012","南玻A","2025-09-30","A","0","0.946608","1.938378","0.561713"
"000012","南玻A","2025-12-31","A","0","0.993309","1.456126","0.567012"
"000012","南玻A","2025-12-31","B","0","1.069678","12.568837","0.445661"
"000012","南玻A","2026-03-31","A","0","1.002164","-0.993185","0.575934"
"000014","沙河股份","2019-12-31","A","0","1.897148","21.188780","0.515342"
"000014","沙河股份","2019-12-31","B","0","1.817502","-1.504439","0.403874"
"000014","沙河股份","2020-03-31","A","0","2.097879","126.335341","0.524143"
"000014","沙河股份","2020-03-31","B","0","1.778260","-17.102651","0.407426"
"000014","沙河股份","2020-06-30","A","0","2.207741","158.958527","0.500943"
"000014","沙河股份","2020-06-30","B","0","1.688722","-16.959278","0.424253"
"000014","沙河股份","2020-09-30","A","0","1.938756","116.962413","0.557245"
"000014","沙河股份","2020-09-30","B","0","1.765446","7.254885","0.415527"
"000014","沙河股份","2020-12-31","A","0","1.689971","","0.608096"
"000014","沙河股份","2020-12-31","B","0","3.059372","","0.214600"
"000014","沙河股份","2021-03-31","A","0","1.733618","","0.602528"
"000014","沙河股份","2021-03-31","B","0","2.929163","","0.227957"
"000014","沙河股份","2021-06-30","A","0","1.652063","","0.632257"
"000014","沙河股份","2021-06-30","B","0","2.887279","","0.220262"
"000014","沙河股份","2021-09-30","A","0","1.641031","","0.662833"
"000014","沙河股份","2021-12-31","A","0","1.578594","","0.608645"
"000014","沙河股份","2021-12-31","B","0","3.148972","-11.367151","0.198347"
"000014","沙河股份","2022-03-31","A","0","1.717316","","0.587240"
"000014","沙河股份","2022-06-30","A","0","1.837969","","0.570290"
"000014","沙河股份","2022-06-30","B","0","3.037936","-162.051403","0.199677"
"000014","沙河股份","2022-09-30","A","0","1.879772","","0.571759"
"000014","沙河股份","2022-12-31","A","0","1.527373","","0.592280"
"000014","沙河股份","2022-12-31","B","0","2.562530","24081.984791","0.306083"
"000014","沙河股份","2023-03-31","A","0","1.593635","","0.574655"
"000014","沙河股份","2023-06-30","A","0","2.269233","","0.396887"
"000014","沙河股份","2023-06-30","B","0","3.550771","","0.237219"
"000014","沙河股份","2023-09-30","A","0","2.469137","","0.363157"
"000014","沙河股份","2023-12-31","A","0","2.796089","","0.319088"
"000014","沙河股份","2023-12-31","B","0","6.941895","","0.126218"
"000014","沙河股份","2024-03-31","A","0","3.394459","","0.262186"
"000014","沙河股份","2024-06-30","A","0","3.447462","","0.250084"
"000014","沙河股份","2024-06-30","B","0","7.777627","","0.113079"
"000014","沙河股份","2024-09-30","A","0","3.630511","","0.237504"
"000014","沙河股份","2024-12-31","A","0","3.714456","","0.235382"
"000014","沙河股份","2024-12-31","B","0","7.401132","","0.122560"
"000014","沙河股份","2025-03-31","A","0","3.742085","","0.232325"
"000014","沙河股份","2025-06-30","A","0","3.003291","","0.287995"
"000014","沙河股份","2025-06-30","B","0","7.369689","","0.118773"
"000014","沙河股份","2025-09-30","A","0","2.956424","","0.291382"
"000014","沙河股份","2025-12-31","A","0","3.716335","-103.316954","0.249877"
"000014","沙河股份","2025-12-31","B","0","6.126604","-153.167826","0.133400"
"000014","沙河股份","2026-03-31","A","0","3.092244","-2.277573","0.293811"
"000017","深中华A","2019-12-31","A","0","1.098544","","0.817616"
"000017","深中华A","2019-12-31","B","0","0.854952","","0.951385"
"000017","深中华A","2020-03-31","A","0","1.139496","","0.801456"
"000017","深中华A","2020-03-31","B","0","0.802384","","0.961021"
"000017","*ST 中华A","2020-06-30","A","0","1.252553","","0.737063"
"000017","*ST 中华A","2020-06-30","B","0","0.753049","","0.931811"
"000017","*ST 中华A","2020-09-30","A","0","1.318183","","0.715637"
"000017","*ST 中华A","2020-09-30","B","0","0.759789","","0.903762"
"000017","*ST 中华A","2020-12-31","A","0","1.312509","255.615311","0.720498"
"000017","*ST 中华A","2020-12-31","B","0","0.673895","","0.915601"
"000017","*ST 中华A","2021-03-31","A","0","1.332978","","0.704970"
"000017","*ST 中华A","2021-03-31","B","0","0.673590","","0.920219"
"000017","深中华A","2021-06-30","A","0","1.322192","","0.711974"
"000017","深中华A","2021-06-30","B","0","0.679091","","0.901144"
"000017","深中华A","2021-09-30","A","0","1.329866","","0.709163"
"000017","深中华A","2021-12-31","A","0","1.257376","-65.314664","0.753473"
