"Stkcd","ShortName","Accper","Typrep","Source","F010101A","F010701B","F011201A"
"002892","科力尔","2020-03-31","A","0","4.079387","","0.193102"
"002892","科力尔","2020-03-31","B","0","4.188302","","0.163406"
"002892","科力尔","2020-06-30","A","0","3.523038","","0.217124"
"002892","科力尔","2020-06-30","B","0","3.748755","","0.174929"
"002892","科力尔","2020-09-30","A","0","3.392510","30.486561","0.226621"
"002892","科力尔","2020-09-30","B","0","3.709342","38.426511","0.173975"
"002892","科力尔","2020-12-31","A","0","3.236184","12.943441","0.240582"
"002892","科力尔","2020-12-31","B","0","3.478466","16.469076","0.191370"
"002892","科力尔","2021-03-31","A","0","3.037599","","0.274233"
"002892","科力尔","2021-03-31","B","0","3.491684","","0.191086"
"002892","科力尔","2021-06-30","A","0","2.201500","14.192876","0.368353"
"002892","科力尔","2021-06-30","B","0","2.161541","20.315078","0.303464"
"002892","科力尔","2021-09-30","A","0","3.889054","41.777986","0.232310"
"002892","科力尔","2021-12-31","A","0","4.217488","22.466838","0.208138"
"002892","科力尔","2021-12-31","B","0","4.826768","41.990019","0.159350"
"002892","科力尔","2022-03-31","A","0","4.643194","","0.234568"
"002892","科力尔","2022-06-30","A","0","4.362108","","0.240574"
"002892","科力尔","2022-06-30","B","0","5.118700","","0.193701"
"002892","科力尔","2022-09-30","A","0","4.576125","","0.225970"
"002892","科力尔","2022-12-31","A","0","4.578515","","0.283730"
"002892","科力尔","2022-12-31","B","0","5.746118","","0.236914"
"002892","科力尔","2023-03-31","A","0","3.999977","51.881886","0.278533"
"002892","科力尔","2023-06-30","A","0","3.147705","","0.321693"
"002892","科力尔","2023-06-30","B","0","3.730357","","0.267432"
"002892","科力尔","2023-09-30","A","0","3.120976","","0.308172"
"002892","科力尔","2023-12-31","A","0","2.701243","","0.325841"
"002892","科力尔","2023-12-31","B","0","4.647258","","0.219596"
"002892","科力尔","2024-03-31","A","0","2.499288","","0.371454"
"002892","科力尔","2024-06-30","A","0","2.140486","","0.398972"
"002892","科力尔","2024-06-30","B","0","2.940913","","0.270562"
"002892","科力尔","2024-09-30","A","0","2.172660","88.342124","0.402552"
"002892","科力尔","2024-12-31","A","0","1.568194","35.823109","0.460319"
"002892","科力尔","2024-12-31","B","0","2.330725","","0.263560"
"002892","科力尔","2025-03-31","A","0","1.791318","17.444191","0.472672"
"002892","科力尔","2025-06-30","A","0","1.806077","16.808497","0.499110"
"002892","科力尔","2025-06-30","B","0","2.400066","","0.298598"
"002892","科力尔","2025-09-30","A","0","1.883988","7.123792","0.511061"
"002892","科力尔","2025-12-31","A","0","1.802633","3.122454","0.505251"
"002892","科力尔","2025-12-31","B","0","2.933239","43.916735","0.274556"
"002892","科力尔","2026-03-31","A","0","1.774671","-0.879899","0.513269"
"002893","华通热力","2019-12-31","A","0","1.156854","2.761761","0.684281"
"002893","华通热力","2019-12-31","B","0","1.052092","2.915320","0.746566"
"002893","华通热力","2020-03-31","A","0","1.313160","14.919101","0.593938"
"002893","华通热力","2020-03-31","B","0","1.169870","14.005354","0.663921"
"002893","华通热力","2020-06-30","A","0","0.634601","5.679386","0.640945"
"002893","华通热力","2020-06-30","B","0","1.090785","4.987323","0.671735"
"002893","华通热力","2020-09-30","A","0","0.613286","1.816568","0.702797"
"002893","华通热力","2020-09-30","B","0","1.054701","1.906476","0.698437"
"002893","华通热力","2020-12-31","A","0","0.643584","1.520655","0.721767"
"002893","华通热力","2020-12-31","B","0","1.039646","1.468999","0.735321"
"002893","华通热力","2021-03-31","A","0","0.693291","15.151687","0.634678"
"002893","华通热力","2021-03-31","B","0","1.135563","12.737749","0.631524"
"002893","华通热力","2021-06-30","A","0","0.594924","4.160405","0.638699"
"002893","华通热力","2021-06-30","B","0","1.075808","3.825425","0.642699"
"002893","华通热力","2021-09-30","A","0","0.569053","1.176825","0.671742"
"002893","华通热力","2021-12-31","A","0","0.617407","1.555743","0.690031"
"002893","华通热力","2021-12-31","B","0","0.948895","1.450575","0.703776"
"002893","华通热力","2022-03-31","A","0","0.785755","16.742311","0.596977"
"002893","华通热力","2022-06-30","A","0","0.773896","6.020425","0.600357"
"002893","华通热力","2022-06-30","B","0","1.100851","6.178474","0.623750"
"002893","华通热力","2022-09-30","A","0","0.657783","1.801748","0.624359"
"002893","华通热力","2022-12-31","A","0","0.719555","1.813048","0.676780"
"002893","华通热力","2022-12-31","B","0","0.918900","1.620276","0.699747"
"002893","华通热力","2023-03-31","A","0","0.850872","54.127672","0.559204"
"002893","京能热力","2023-06-30","A","0","0.757108","16.404968","0.548977"
"002893","京能热力","2023-06-30","B","0","1.017693","11.662836","0.602726"
"002893","京能热力","2023-09-30","A","0","0.739594","4.609641","0.612818"
"002893","京能热力","2023-12-31","A","0","1.305574","5.378975","0.528266"
"002893","京能热力","2023-12-31","B","0","1.500449","3.725150","0.547024"
"002893","京能热力","2024-03-31","A","0","1.865873","44.875641","0.379561"
"002893","京能热力","2024-06-30","A","0","1.839021","23.067276","0.381780"
"002893","京能热力","2024-06-30","B","0","2.068761","21.935978","0.410102"
"002893","京能热力","2024-09-30","A","0","1.604743","7.797957","0.429836"
"002893","京能热力","2024-12-31","A","0","1.407634","9.598448","0.515119"
"002893","京能热力","2024-12-31","B","0","1.620357","10.937353","0.521303"
"002893","京能热力","2025-03-31","A","0","1.661338","84.538759","0.442295"
"002893","京能热力","2025-06-30","A","0","1.611130","28.332058","0.419152"
"002893","京能热力","2025-06-30","B","0","1.830964","20.357967","0.422372"
"002893","京能热力","2025-09-30","A","0","1.476650","9.460759","0.455752"
"002893","京能热力","2025-12-31","A","0","1.225492","7.961682","0.529080"
"002893","京能热力","2025-12-31","B","0","1.311649","4.125605","0.529186"
"002893","京能热力","2026-03-31","A","0","1.481220","","0.423073"
"002895","川恒股份","2019-12-31","A","0","1.204993","15.381622","0.290647"
"002895","川恒股份","2019-12-31","B","0","0.998456","11.185091","0.350798"
"002895","川恒股份","2020-03-31","A","0","1.327977","20.755268","0.285334"
"002895","川恒股份","2020-03-31","B","0","0.994709","17.692176","0.334921"
"002895","川恒股份","2020-06-30","A","0","1.091506","16.195763","0.306859"
"002895","川恒股份","2020-06-30","B","0","0.771354","9.354766","0.395139"
"002895","川恒股份","2020-09-30","A","0","2.449415","36.492330","0.230132"
"002895","川恒股份","2020-09-30","B","0","2.185942","83.146049","0.235071"
"002895","川恒股份","2020-12-31","A","0","2.642381","13.431872","0.214526"
"002895","川恒股份","2020-12-31","B","0","1.391029","46.133529","0.199463"
"002895","川恒股份","2021-03-31","A","0","2.037567","144.302402","0.272328"
"002895","川恒股份","2021-03-31","B","0","1.091157","","0.295089"
"002895","川恒股份","2021-06-30","A","0","1.082189","26.843682","0.404446"
"002895","川恒股份","2021-06-30","B","0","1.371128","","0.349089"
"002895","川恒股份","2021-09-30","A","0","2.600340","14.127670","0.476633"
"002895","川恒股份","2021-12-31","A","0","1.876002","10.460577","0.460040"
"002895","川恒股份","2021-12-31","B","0","1.836137","60.437344","0.464978"
"002895","川恒股份","2022-03-31","A","0","1.968582","5.968854","0.493816"
"002895","川恒股份","2022-06-30","A","0","1.665026","14.284456","0.492356"
"002895","川恒股份","2022-06-30","B","0","1.417230","22.163273","0.554991"
"002895","川恒股份","2022-09-30","A","0","1.585085","16.850358","0.504975"
"002895","川恒股份","2022-12-31","A","0","1.218605","12.489930","0.510603"
"002895","川恒股份","2022-12-31","B","0","1.597104","15.116139","0.523186"
"002895","川恒股份","2023-03-31","A","0","1.301014","5.868339","0.519301"
"002895","川恒股份","2023-06-30","A","0","1.074108","6.869054","0.548328"
"002895","川恒股份","2023-06-30","B","0","2.577529","18.331921","0.504086"
"002895","川恒股份","2023-09-30","A","0","1.225963","7.366789","0.529907"
"002895","川恒股份","2023-12-31","A","0","1.407618","8.332439","0.474287"
"002895","川恒股份","2023-12-31","B","0","2.164527","12.995023","0.497068"
"002895","川恒股份","2024-03-31","A","0","1.641161","5.902408","0.461205"
"002895","川恒股份","2024-06-30","A","0","1.489007","8.039980","0.466936"
"002895","川恒股份","2024-06-30","B","0","2.759655","37.069545","0.454506"
"002895","川恒股份","2024-09-30","A","0","1.251544","10.453414","0.455524"
"002895","川恒股份","2024-12-31","A","0","1.170034","12.785031","0.440593"
"002895","川恒股份","2024-12-31","B","0","2.125308","55.075097","0.481195"
"002895","川恒股份","2025-03-31","A","0","1.220588","12.216124","0.427787"
"002895","川恒股份","2025-06-30","A","0","1.048545","15.049145","0.416649"
"002895","川恒股份","2025-06-30","B","0","1.698149","40.261869","0.428620"
"002895","川恒股份","2025-09-30","A","0","1.092161","18.895665","0.369332"
"002895","川恒股份","2025-12-31","A","0","1.136990","22.536645","0.360429"
"002895","川恒股份","2025-12-31","B","0","1.893619","729.077173","0.324394"
"002895","川恒股份","2026-03-31","A","0","1.221840","14.745287","0.341705"
"002896","中大力德","2019-12-31","A","0","1.397567","9.836230","0.379821"
"002896","中大力德","2019-12-31","B","0","1.539470","12.472434","0.356955"
"002896","中大力德","2020-03-31","A","0","1.419053","8.671457","0.372421"
"002896","中大力德","2020-03-31","B","0","1.551374","14.804529","0.352111"
"002896","中大力德","2020-06-30","A","0","1.476612","14.272748","0.367678"
"002896","中大力德","2020-06-30","B","0","1.617308","18.507024","0.345762"
"002896","中大力德","2020-09-30","A","0","1.568997","11.330171","0.355770"
"002896","中大力德","2020-09-30","B","0","1.728285","13.157945","0.335124"
"002896","中大力德","2020-12-31","A","0","1.560796","9.400116","0.359655"
"002896","中大力德","2020-12-31","B","0","1.724460","10.445314","0.338283"
"002896","中大力德","2021-03-31","A","0","1.599843","18.712302","0.360444"
"002896","中大力德","2021-03-31","B","0","1.736172","28.528368","0.346448"
"002896","中大力德","2021-06-30","A","0","1.365880","14.302842","0.410477"
"002896","中大力德","2021-06-30","B","0","1.437119","14.955871","0.399568"
"002896","中大力德","2021-09-30","A","0","1.368672","15.125812","0.394312"
"002896","中大力德","2021-12-31","A","0","2.073202","9.818076","0.484021"
"002896","中大力德","2021-12-31","B","0","2.200348","9.954745","0.478049"
"002896","中大力德","2022-03-31","A","0","2.181062","5.212103","0.461121"
"002896","中大力德","2022-06-30","A","0","1.971104","4.939588","0.484247"
"002896","中大力德","2022-06-30","B","0","2.077444","4.805347","0.478493"
"002896","中大力德","2022-09-30","A","0","2.194826","5.235678","0.282375"
"002896","中大力德","2022-12-31","A","0","2.339289","6.507379","0.289756"
"002896","中大力德","2022-12-31","B","0","2.555597","6.223931","0.277771"
"002896","中大力德","2023-03-31","A","0","2.371894","21.977359","0.288613"
"002896","中大力德","2023-06-30","A","0","1.908962","53.001107","0.314595"
"002896","中大力德","2023-06-30","B","0","1.901329","51.149036","0.304229"
"002896","中大力德","2023-09-30","A","0","2.009383","37.115729","0.295793"
"002896","中大力德","2023-12-31","A","0","1.770693","27.045777","0.313533"
"002896","中大力德","2023-12-31","B","0","2.028135","27.205476","0.284902"
"002896","中大力德","2024-03-31","A","0","1.765382","15.583200","0.299174"
"002896","中大力德","2024-06-30","A","0","1.779773","26.948286","0.297582"
"002896","中大力德","2024-06-30","B","0","2.227582","48.545394","0.276716"
"002896","中大力德","2024-09-30","A","0","1.835382","13.394010","0.273839"
"002896","中大力德","2024-12-31","A","0","1.698044","18.881386","0.283170"
"002896","中大力德","2024-12-31","B","0","2.278393","50.724929","0.261076"
"002896","中大力德","2025-03-31","A","0","1.642858","24.582897","0.262164"
"002896","中大力德","2025-06-30","A","0","1.340761","21.356569","0.320253"
"002896","中大力德","2025-06-30","B","0","1.730045","29.447397","0.288160"
"002896","中大力德","2025-09-30","A","0","1.195916","16.741026","0.339727"
"002896","中大力德","2025-12-31","A","0","1.121373","10.949569","0.351307"
"002896","中大力德","2025-12-31","B","0","1.503396","20.203590","0.311506"
"002896","中大力德","2026-03-31","A","0","1.101855","19.289135","0.349777"
"002897","意华股份","2019-12-31","A","0","1.058083","4.318517","0.616171"
"002897","意华股份","2019-12-31","B","0","0.796105","4.464792","0.555257"
"002897","意华股份","2020-03-31","A","0","1.072693","10.323999","0.599035"
"002897","意华股份","2020-03-31","B","0","0.793938","0.685651","0.561880"
"002897","意华股份","2020-06-30","A","0","1.143482","6.466279","0.590332"
"002897","意华股份","2020-06-30","B","0","0.863920","2.523678","0.579027"
"002897","意华股份","2020-09-30","A","0","1.168592","4.417934","0.571876"
"002897","意华股份","2020-09-30","B","0","0.854894","2.498162","0.575536"
"002897","意华股份","2020-12-31","A","0","1.173887","3.297595","0.614603"
"002897","意华股份","2020-12-31","B","0","0.937164","2.243937","0.580116"
"002897","意华股份","2021-03-31","A","0","1.232841","3.491660","0.626337"
"002897","意华股份","2021-03-31","B","0","1.006706","3.329039","0.575910"
"002897","意华股份","2021-06-30","A","0","1.212389","3.090483","0.671710"
"002897","意华股份","2021-06-30","B","0","1.024820","2.829913","0.588005"
"002897","意华股份","2021-09-30","A","0","1.238634","3.071904","0.691699"
"002897","意华股份","2021-12-31","A","0","1.127382","2.477801","0.712630"
"002897","意华股份","2021-12-31","B","0","0.981363","-1.534161","0.633891"
"002897","意华股份","2022-03-31","A","0","1.144715","2.514098","0.710467"
"002897","意华股份","2022-06-30","A","0","1.286354","74.177436","0.663243"
"002897","意华股份","2022-06-30","B","0","1.007850","3.834442","0.619436"
"002897","意华股份","2022-09-30","A","0","1.354553","","0.644985"
"002897","意华股份","2022-12-31","A","0","1.347790","8.402854","0.640458"
"002897","意华股份","2022-12-31","B","0","1.209470","2.296553","0.618652"
"002897","意华股份","2023-03-31","A","0","1.536215","1.372196","0.637258"
"002897","意华股份","2023-06-30","A","0","1.570366","6.473983","0.646416"
"002897","意华股份","2023-06-30","B","0","1.341693","2.390544","0.592145"
"002897","意华股份","2023-09-30","A","0","1.478287","3.931172","0.659313"
"002897","意华股份","2023-12-31","A","0","1.381232","2.452415","0.686142"
"002897","意华股份","2023-12-31","B","0","1.378584","1.976049","0.601316"
"002897","意华股份","2024-03-31","A","0","1.555435","9.082998","0.632019"
"002897","意华股份","2024-06-30","A","0","1.523809","10.314605","0.619525"
"002897","意华股份","2024-06-30","B","0","1.216716","3.814297","0.491636"
"002897","意华股份","2024-09-30","A","0","1.551431","5.662341","0.602977"
"002897","意华股份","2024-12-31","A","0","1.397154","4.155195","0.607575"
"002897","意华股份","2024-12-31","B","0","1.128254","5.086430","0.480459"
"002897","意华股份","2025-03-31","A","0","1.528934","7.528083","0.606345"
"002897","意华股份","2025-06-30","A","0","1.375956","7.923879","0.608469"
"002897","意华股份","2025-06-30","B","0","1.252702","10.598196","0.466820"
"002897","意华股份","2025-09-30","A","0","1.374264","6.778546","0.603450"
"002897","意华股份","2025-12-31","A","0","1.343598","5.132732","0.586682"
"002897","意华股份","2025-12-31","B","0","1.223166","8.525168","0.447703"
"002897","意华股份","2026-03-31","A","0","1.430238","1.935397","0.578222"
"002898","赛隆药业","2019-12-31","A","0","1.846203","39.271549","0.211673"
"002898","赛隆药业","2019-12-31","B","0","1.991239","-10.962305","0.334154"
"002898","赛隆药业","2020-03-31","A","0","1.660495","-2.779684","0.228231"
"002898","赛隆药业","2020-03-31","B","0","2.077942","-8.960214","0.300975"
"002898","赛隆药业","2020-06-30","A","0","1.502707","-3.946382","0.291771"
"002898","赛隆药业","2020-06-30","B","0","1.745275","-14.547785","0.357729"
"002898","赛隆药业","2020-09-30","A","0","1.488648","-4.842196","0.290799"
"002898","赛隆药业","2020-09-30","B","0","1.625846","-13.621913","0.371975"
"002898","赛隆药业","2020-12-31","A","0","1.276733","-8.368758","0.278831"
"002898","赛隆药业","2020-12-31","B","0","2.056465","1.741928","0.279718"
"002898","赛隆药业","2021-03-31","A","0","1.330493","5.865280","0.320231"
"002898","赛隆药业","2021-03-31","B","0","1.716076","-25.859053","0.356449"
"002898","赛隆药业","2021-06-30","A","0","1.344336","5.781581","0.309828"
"002898","赛隆药业","2021-06-30","B","0","1.791677","-17.331027","0.331274"
"002898","赛隆药业","2021-09-30","A","0","1.370118","5.279366","0.304096"
"002898","赛隆药业","2021-12-31","A","0","1.084652","-1.567840","0.361497"
"002898","赛隆药业","2021-12-31","B","0","1.585070","-14.769951","0.368139"
"002898","赛隆药业","2022-03-31","A","0","1.104157","1.994703","0.351958"
"002898","赛隆药业","2022-06-30","A","0","0.979038","1.481661","0.352582"
"002898","赛隆药业","2022-06-30","B","0","1.490452","-14.682887","0.375366"
"002898","赛隆药业","2022-09-30","A","0","0.991106","2.084061","0.346934"
"002898","赛隆药业","2022-12-31","A","0","0.858006","-3.303602","0.379299"
"002898","赛隆药业","2022-12-31","B","0","1.479126","-18.152520","0.325897"
"002898","赛隆药业","2023-03-31","A","0","0.976730","3.807507","0.359879"
"002898","赛隆药业","2023-06-30","A","0","1.029657","3.254765","0.382491"
"002898","赛隆药业","2023-06-30","B","0","1.314651","-47.435858","0.370825"
"002898","赛隆药业","2023-09-30","A","0","1.040370","3.215523","0.346970"
"002898","赛隆药业","2023-12-31","A","0","1.129034","4.326104","0.341542"
"002898","赛隆药业","2023-12-31","B","0","2.475365","78.551545","0.232365"
"002898","赛隆药业","2024-03-31","A","0","1.154228","2.463041","0.314675"
"002898","赛隆药业","2024-06-30","A","0","1.114026","1.864893","0.329391"
"002898","赛隆药业","2024-06-30","B","0","3.546511","2.522403","0.155198"
"002898","赛隆药业","2024-09-30","A","0","1.103993","0.402083","0.371439"
"002898","赛隆药业","2024-12-31","A","0","0.979654","-4.421560","0.382253"
"002898","赛隆药业","2024-12-31","B","0","2.604189","-8.325448","0.242355"
"002898","赛隆药业","2025-03-31","A","0","0.974559","0.369547","0.381541"
"002898","*ST 赛隆","2025-06-30","A","0","0.867653","-2.400602","0.358872"
"002898","*ST 赛隆","2025-06-30","B","0","3.089802","3.936780","0.203409"
"002898","*ST 赛隆","2025-09-30","A","0","0.821037","-6.190978","0.422635"
"002898","*ST 赛隆","2025-12-31","A","0","0.839989","-24.868461","0.538333"
"002898","*ST 赛隆","2025-12-31","B","0","1.611764","-0.065226","0.419961"
"002898","*ST 赛隆","2026-03-31","A","0","0.849576","-1.385418","0.558107"
"002899","英派斯","2019-12-31","A","0","4.569391","","0.171271"
"002899","英派斯","2019-12-31","B","0","4.183782","","0.173030"
"002899","英派斯","2020-03-31","A","0","5.664151","","0.137899"
"002899","英派斯","2020-03-31","B","0","5.127371","","0.140400"
"002899","英派斯","2020-06-30","A","0","4.623906","","0.171080"
"002899","英派斯","2020-06-30","B","0","4.151029","","0.176836"
"002899","英派斯","2020-09-30","A","0","4.074643","8.386430","0.194024"
"002899","英派斯","2020-09-30","B","0","3.632245","9.268937","0.202766"
"002899","英派斯","2020-12-31","A","0","3.813853","4.483968","0.203750"
"002899","英派斯","2020-12-31","B","0","3.444398","5.046174","0.210448"
"002899","英派斯","2021-03-31","A","0","3.800063","","0.210869"
"002899","英派斯","2021-03-31","B","0","3.423303","","0.218019"
"002899","英派斯","2021-06-30","A","0","4.389520","173.156914","0.306603"
"002899","英派斯","2021-06-30","B","0","3.991100","246.753323","0.305277"
"002899","英派斯","2021-09-30","A","0","4.866592","","0.372927"
"002899","英派斯","2021-12-31","A","0","4.279821","43.486038","0.382729"
"002899","英派斯","2021-12-31","B","0","3.962891","58.106363","0.374811"
"002899","英派斯","2022-03-31","A","0","4.829706","10.087749","0.384982"
"002899","英派斯","2022-06-30","A","0","4.716228","","0.406890"
"002899","英派斯","2022-06-30","B","0","4.441617","","0.394480"
"002899","英派斯","2022-09-30","A","0","4.501729","","0.404628"
"002899","英派斯","2022-12-31","A","0","2.696129","","0.428490"
"002899","英派斯","2022-12-31","B","0","2.507271","","0.420924"
"002899","英派斯","2023-03-31","A","0","2.783812","3.508563","0.475153"
"002899","英派斯","2023-06-30","A","0","2.642687","","0.472280"
"002899","英派斯","2023-06-30","B","0","2.472266","","0.463676"
"002899","英派斯","2023-09-30","A","0","2.334939","","0.456216"
"002899","英派斯","2023-12-31","A","0","2.068736","","0.459326"
"002899","英派斯","2023-12-31","B","0","1.975539","","0.449370"
"002899","英派斯","2024-03-31","A","0","1.974670","","0.482752"
"002899","英派斯","2024-06-30","A","0","2.586398","43.170245","0.421132"
"002899","英派斯","2024-06-30","B","0","2.555192","59.269124","0.408181"
"002899","英派斯","2024-09-30","A","0","2.212051","12.810150","0.431563"
"002899","英派斯","2024-12-31","A","0","2.102492","25.922350","0.423678"
"002899","英派斯","2024-12-31","B","0","2.073610","28.134436","0.411654"
"002899","英派斯","2025-03-31","A","0","2.429936","7.717498","0.406818"
"002899","英派斯","2025-06-30","A","0","2.597774","11.127542","0.398580"
"002899","英派斯","2025-06-30","B","0","2.547431","12.773367","0.387112"
"002899","英派斯","2025-09-30","A","0","2.518613","8.375130","0.385134"
"002899","英派斯","2025-12-31","A","0","2.126786","6.241789","0.383276"
"002899","英派斯","2025-12-31","B","0","2.090646","6.665113","0.372136"
"002899","英派斯","2026-03-31","A","0","2.103001","3.185265","0.382380"
"002900","哈三联","2019-12-31","A","0","2.330434","","0.307036"
"002900","哈三联","2019-12-31","B","0","2.482943","","0.245409"
"002900","哈三联","2020-03-31","A","0","2.541329","68.239888","0.285855"
"002900","哈三联","2020-03-31","B","0","2.696460","53.477291","0.227334"
"002900","哈三联","2020-06-30","A","0","2.429176","31.536916","0.293372"
"002900","哈三联","2020-06-30","B","0","2.589560","68.208878","0.235181"
"002900","哈三联","2020-09-30","A","0","2.477070","17.317285","0.276882"
"002900","哈三联","2020-09-30","B","0","2.580076","58.028848","0.223554"
"002900","哈三联","2020-12-31","A","0","2.445758","","0.278393"
"002900","哈三联","2020-12-31","B","0","2.494894","","0.227213"
"002900","哈三联","2021-03-31","A","0","2.500363","551.114492","0.222676"
"002900","哈三联","2021-03-31","B","0","2.566967","556.342282","0.179470"
"002900","哈三联","2021-06-30","A","0","2.617336","304.310921","0.254403"
"002900","哈三联","2021-06-30","B","0","2.759295","327.321307","0.209147"
"002900","哈三联","2021-09-30","A","0","2.870707","223.568730","0.241479"
"002900","哈三联","2021-12-31","A","0","2.659626","162.852884","0.309587"
"002900","哈三联","2021-12-31","B","0","2.843494","181.083919","0.258984"
"002900","哈三联","2022-03-31","A","0","3.088983","","0.353684"
"002900","哈三联","2022-06-30","A","0","3.070234","","0.358363"
"002900","哈三联","2022-06-30","B","0","3.228527","","0.309373"
"002900","哈三联","2022-09-30","A","0","2.718448","","0.372981"
"002900","哈三联","2022-12-31","A","0","2.716357","","0.373781"
"002900","哈三联","2022-12-31","B","0","2.783745","","0.322955"
"002900","哈三联","2023-03-31","A","0","2.567115","","0.382692"
"002900","哈三联","2023-06-30","A","0","2.423726","","0.382669"
"002900","哈三联","2023-06-30","B","0","2.511193","","0.326383"
"002900","哈三联","2023-09-30","A","0","1.750285","","0.378971"
"002900","哈三联","2023-12-31","A","0","1.699859","","0.376057"
"002900","哈三联","2023-12-31","B","0","1.692599","","0.313795"
"002900","哈三联","2024-03-31","A","0","1.359832","","0.401362"
"002900","哈三联","2024-06-30","A","0","1.262284","","0.399005"
"002900","哈三联","2024-06-30","B","0","1.229444","","0.325562"
"002900","哈三联","2024-09-30","A","0","1.251419","","0.396422"
"002900","哈三联","2024-12-31","A","0","1.170334","17.023117","0.430556"
"002900","哈三联","2024-12-31","B","0","1.091047","36.158953","0.343084"
"002900","哈三联","2025-03-31","A","0","1.160153","-7.029888","0.427214"
"002900","哈三联","2025-06-30","A","0","1.016604","-11.825899","0.437055"
"002900","哈三联","2025-06-30","B","0","0.887005","-6.926328","0.337276"
"002900","哈三联","2025-09-30","A","0","0.973623","-16.669059","0.472195"
"002900","哈三联","2025-12-31","A","0","0.869811","-18.346192","0.486348"
"002900","哈三联","2025-12-31","B","0","0.797908","-13.257194","0.374935"
"002900","哈三联","2026-03-31","A","0","0.880679","-0.176722","0.469317"
"002901","大博医疗","2019-12-31","A","0","3.870094","","0.216775"
"002901","大博医疗","2019-12-31","B","0","4.252063","","0.190130"
"002901","大博医疗","2020-03-31","A","0","4.599853","","0.185777"
"002901","大博医疗","2020-03-31","B","0","4.933568","","0.166421"
"002901","大博医疗","2020-06-30","A","0","2.835987","","0.286553"
"002901","大博医疗","2020-06-30","B","0","2.904528","","0.265893"
"002901","大博医疗","2020-09-30","A","0","4.308127","","0.192603"
"002901","大博医疗","2020-09-30","B","0","4.390832","","0.174452"
"002901","大博医疗","2020-12-31","A","0","4.468161","","0.190953"
"002901","大博医疗","2020-12-31","B","0","5.114724","","0.157133"
"002901","大博医疗","2021-03-31","A","0","4.601814","","0.179503"
"002901","大博医疗","2021-03-31","B","0","4.424400","","0.172293"
"002901","大博医疗","2021-06-30","A","0","3.128291","","0.253065"
"002901","大博医疗","2021-06-30","B","0","2.975319","","0.245197"
"002901","大博医疗","2021-09-30","A","0","3.546307","","0.217655"
"002901","大博医疗","2021-12-31","A","0","3.318314","","0.234173"
"002901","大博医疗","2021-12-31","B","0","3.594941","","0.193653"
"002901","大博医疗","2022-03-31","A","0","4.918561","","0.166556"
"002901","大博医疗","2022-06-30","A","0","4.120623","","0.198573"
"002901","大博医疗","2022-06-30","B","0","4.492850","","0.163834"
"002901","大博医疗","2022-09-30","A","0","4.550110","","0.184418"
"002901","大博医疗","2022-12-31","A","0","3.804347","","0.211009"
"002901","大博医疗","2022-12-31","B","0","4.286750","","0.170248"
"002901","大博医疗","2023-03-31","A","0","4.204315","","0.211550"
"002901","大博医疗","2023-06-30","A","0","3.342506","","0.259693"
"002901","大博医疗","2023-06-30","B","0","3.568680","","0.225437"
"002901","大博医疗","2023-09-30","A","0","2.996566","","0.287156"
"002901","大博医疗","2023-12-31","A","0","2.735030","","0.318785"
"002901","大博医疗","2023-12-31","B","0","2.927830","","0.277966"
"002901","大博医疗","2024-03-31","A","0","2.875219","","0.301239"
"002901","大博医疗","2024-06-30","A","0","2.946254","","0.284641"
"002901","大博医疗","2024-06-30","B","0","2.926546","","0.261054"
"002901","大博医疗","2024-09-30","A","0","3.156472","","0.269556"
"002901","大博医疗","2024-12-31","A","0","2.986634","","0.280004"
"002901","大博医疗","2024-12-31","B","0","3.399100","","0.230828"
"002901","大博医疗","2025-03-31","A","0","3.211253","","0.259602"
"002901","大博医疗","2025-06-30","A","0","3.198127","","0.259116"
"002901","大博医疗","2025-06-30","B","0","3.203578","","0.234880"
"002901","大博医疗","2025-09-30","A","0","3.769916","","0.245319"
"002901","大博医疗","2025-12-31","A","0","3.802324","","0.251610"
"002901","大博医疗","2025-12-31","B","0","4.585715","","0.202513"
"002901","大博医疗","2026-03-31","A","0","4.231482","230.635944","0.233623"
"002902","铭普光磁","2019-12-31","A","0","1.760603","5.759720","0.426119"
"002902","铭普光磁","2019-12-31","B","0","1.818337","6.834025","0.383174"
"002902","铭普光磁","2020-03-31","A","0","1.774010","","0.397935"
"002902","铭普光磁","2020-03-31","B","0","1.871437","","0.349265"
"002902","铭普光磁","2020-06-30","A","0","1.497887","","0.466074"
"002902","铭普光磁","2020-06-30","B","0","1.555350","","0.413430"
"002902","铭普光磁","2020-09-30","A","0","1.312030","-0.313473","0.526128"
"002902","铭普光磁","2020-09-30","B","0","1.376768","1.126148","0.462846"
"002902","铭普光磁","2020-12-31","A","0","1.224916","0.493896","0.554417"
"002902","铭普光磁","2020-12-31","B","0","1.295927","0.904429","0.501882"
"002902","铭普光磁","2021-03-31","A","0","1.206212","-2.385016","0.566969"
"002902","铭普光磁","2021-03-31","B","0","1.303395","-2.830525","0.501301"
"002902","铭普光磁","2021-06-30","A","0","1.221123","1.605471","0.581293"
"002902","铭普光磁","2021-06-30","B","0","1.334532","0.478651","0.500453"
"002902","铭普光磁","2021-09-30","A","0","1.177763","1.551693","0.600939"
"002902","铭普光磁","2021-12-31","A","0","1.162420","-1.961891","0.628129"
"002902","铭普光磁","2021-12-31","B","0","1.244599","0.702620","0.538699"
